LoginID,CustomerID,DeviceID,LoginTime,IPAddress,Browser,OperatingSystem,LocationID,LoginStatus,FailureReason,IsNewDevice,IsNewLocation,IsSuspicious,RiskScore,FailedAttempts24H
LN0002559,C004758,D000647,2025-01-17 19:14:11,IP-030.243.125.84,Edge,Windows,L0032,Failed,Account Locked,False,False,True,61,11
LN0002560,C001667,D000268,2025-05-03 09:58:50,IP-723.214.66.151,Safari,Android,L0004,Success,,False,True,False,38,2
LN0002561,C002480,D001844,2026-07-07 11:26:48,IP-229.138.71.143,Safari,Linux,L0002,Success,,False,True,False,52,2
LN0002562,C001198,D001885,2026-03-19 11:04:46,IP-227.136.48.105,Firefox,iOS,L0051,Success,,False,False,True,93,5
LN0002563,C000877,D003263,2025-09-06 12:26:40,IP-067.17.44.34,Safari,Android,L0051,Success,,False,False,False,26,0
LN0002564,C002905,D000488,2026-03-22 01:20:56,IP-559.20.209.222,Chrome,Windows,L0021,Failed,MFA Failed,False,False,False,29,0
LN0002565,C000446,D003124,2025-03-02 08:19:30,IP-206.229.235.17,Chrome,macOS,L0051,Success,,False,False,False,57,1
LN0002566,C003484,D002445,2026-06-04 08:17:21,IP-405.189.216.155,Edge,macOS,L0049,Success,,False,False,False,1,0
LN0002567,C004198,D002029,2026-07-06 08:03:17,IP-072.163.182.156,Firefox,Android,L0010,Success,,False,False,False,52,3
LN0002568,C002714,D002241,2026-02-13 07:54:28,IP-878.185.238.149,Edge,Android,L0005,Success,,False,False,False,51,0
LN0002569,C003557,D000751,2026-07-05 23:08:20,IP-303.160.238.251,Safari,macOS,L0051,Success,,True,False,False,15,3
LN0002570,C001023,D003558,2026-04-07 04:58:59,IP-126.100.249.212,Edge,Android,L0020,Success,,False,False,True,63,4
LN0002571,C003789,D003438,2025-10-18 05:20:04,IP-436.55.49.63,Safari,macOS,L0025,Success,,False,False,False,17,0
LN0002572,C002910,D000018,2025-11-05 18:17:11,IP-797.209.99.92,Edge,Android,L0040,Success,,False,False,False,14,2
LN0002573,C004381,D000385,2025-02-15 11:58:28,IP-034.191.208.182,Safari,iOS,L0027,Success,,False,False,False,61,0
LN0002574,C001344,D001461,2026-05-24 19:34:40,IP-971.247.109.101,Firefox,Android,L0003,Success,,False,False,False,39,0
LN0002575,C002534,D000221,2025-10-03 11:55:30,IP-763.152.147.148,Firefox,iOS,L0049,Success,,False,False,False,17,1
LN0002576,C003185,D002323,2025-11-15 03:41:37,IP-673.49.122.208,Chrome,Linux,L0046,Success,,False,False,False,36,2
LN0002577,C004521,D002656,2025-08-20 21:24:17,IP-554.27.217.214,Safari,Android,L0005,Success,,False,False,False,37,2
LN0002578,C000400,D000553,2026-07-23 07:50:31,IP-877.44.210.158,Firefox,Android,L0022,Success,,False,False,False,32,2
LN0002579,C002599,D001808,2025-07-30 12:56:12,IP-655.136.110.66,Edge,macOS,L0024,Success,,True,False,False,25,1
LN0002580,C001864,D001016,2025-10-26 13:59:44,IP-208.210.60.154,Firefox,macOS,L0045,Success,,False,False,False,49,0
LN0002581,C003189,D003678,2025-10-21 00:16:50,IP-341.85.99.22,Safari,macOS,L0013,Success,,False,False,False,12,0
LN0002582,C003436,D002529,2025-11-22 18:33:49,IP-760.144.150.231,Safari,iOS,L0012,Success,,False,False,False,22,3
LN0002583,C003348,D000235,2025-04-20 05:09:23,IP-303.158.223.254,Safari,Linux,L0042,Success,,False,False,False,66,3
LN0002584,C002242,D001045,2026-03-03 12:29:13,IP-719.194.192.36,Firefox,iOS,L0017,Success,,False,False,False,31,1
LN0002585,C003255,D003080,2025-04-23 06:40:05,IP-013.140.161.205,Edge,iOS,L0022,Success,,False,False,False,44,0
LN0002586,C000572,D003465,2025-02-26 11:50:05,IP-484.58.118.8,Edge,Linux,L0037,Success,,False,False,False,48,3
LN0002587,C000747,D002045,2025-07-30 07:49:07,IP-493.25.250.10,Chrome,macOS,L0013,Success,,False,False,False,36,1
LN0002588,C000618,D002990,2025-06-11 04:38:20,IP-939.194.8.204,Safari,macOS,L0051,Success,,False,False,False,35,2
LN0002589,C001400,D001675,2025-11-21 07:34:16,IP-209.148.6.182,Safari,Windows,L0040,Success,,True,False,False,25,2
LN0002590,C002081,D000184,2025-06-22 23:43:48,IP-131.231.201.36,Firefox,iOS,L0041,Failed,Invalid Password,False,False,False,19,3
LN0002591,C002621,D002347,2025-06-22 11:43:08,IP-384.41.97.33,Chrome,iOS,L0050,Success,,False,False,False,35,0
LN0002592,C004592,D003869,2026-07-27 20:33:02,IP-928.119.147.109,Edge,Linux,L0046,Success,,False,False,False,33,2
LN0002593,C000380,D003162,2025-03-11 01:00:46,IP-909.138.164.114,Chrome,Android,L0010,Success,,False,False,True,80,4
LN0002594,C002658,D000633,2026-07-31 11:49:58,IP-834.94.236.180,Chrome,Windows,L0052,Success,,True,False,False,14,3
LN0002595,C004048,D001184,2025-12-21 23:12:09,IP-661.241.197.137,Chrome,iOS,L0042,Failed,Unknown Device,False,False,True,86,8
LN0002596,C000870,D001242,2025-08-20 01:09:17,IP-267.27.171.186,Edge,macOS,L0001,Success,,False,False,False,12,3
LN0002597,C002164,D003145,2025-07-05 11:53:54,IP-160.140.56.251,Safari,iOS,L0028,Success,,True,False,False,44,2
LN0002598,C001256,D000672,2025-11-11 02:23:25,IP-047.167.73.113,Edge,iOS,L0002,Success,,False,False,False,27,2
LN0002599,C000712,D000539,2025-09-26 00:09:02,IP-327.206.74.17,Firefox,iOS,L0014,Success,,False,False,False,13,3
LN0002600,C002697,D000868,2025-12-26 14:45:37,IP-276.128.5.238,Firefox,Windows,L0042,Success,,False,False,False,31,3
LN0002601,C002502,D003333,2026-02-05 08:34:50,IP-393.40.43.220,Edge,Linux,L0024,Success,,True,False,False,62,1
LN0002602,C004939,D001151,2026-02-20 23:55:13,IP-445.181.12.105,Safari,iOS,L0009,Success,,False,False,False,87,1
LN0002603,C004990,D000798,2025-05-19 22:29:05,IP-377.189.32.68,Safari,iOS,L0042,Success,,False,False,False,36,0
LN0002604,C000160,D002680,2026-07-16 05:04:19,IP-156.159.182.180,Safari,macOS,L0029,Success,,False,False,False,35,3
LN0002605,C003419,D002983,2025-04-23 19:10:34,IP-183.128.216.147,Safari,Android,L0015,Success,,False,False,False,41,1
LN0002606,C001086,D001949,2025-12-07 13:10:37,IP-452.196.93.187,Firefox,Linux,L0018,Success,,False,True,False,5,2
LN0002607,C003470,D001471,2025-02-09 13:26:26,IP-296.111.251.155,Edge,Windows,L0041,Success,,False,False,False,54,3
LN0002608,C000788,D003194,2025-07-02 11:42:22,IP-871.213.56.91,Safari,Windows,L0025,Success,,False,False,False,64,1
LN0002609,C003642,D000481,2026-03-17 11:37:01,IP-527.251.77.147,Safari,Linux,L0016,Success,,False,False,False,38,3
LN0002610,C003170,D002159,2026-03-19 12:06:38,IP-553.95.201.45,Edge,Android,L0019,Success,,False,False,False,24,3
LN0002611,C001286,D000361,2026-05-04 11:42:25,IP-649.167.211.15,Firefox,macOS,L0034,Success,,False,True,False,53,0
LN0002612,C003693,D001721,2025-01-16 06:26:00,IP-499.254.225.165,Edge,Windows,L0037,Success,,False,False,False,30,1
LN0002613,C003609,D002156,2025-01-02 20:52:38,IP-627.28.131.226,Edge,iOS,L0052,Success,,False,False,False,70,0
LN0002614,C003355,D002099,2025-06-22 00:19:39,IP-587.204.233.58,Edge,Linux,L0018,Failed,Invalid Password,False,False,True,91,9
LN0002615,C004939,D001067,2025-02-21 06:42:01,IP-215.152.150.116,Chrome,Windows,L0043,Success,,True,False,False,30,3
LN0002616,C001181,D000074,2025-02-26 06:40:21,IP-111.45.82.85,Safari,iOS,L0028,Success,,True,False,False,16,0
LN0002617,C001890,D002526,2026-04-09 22:46:10,IP-058.130.34.216,Firefox,Android,L0037,Failed,Authentication Failed,False,False,False,30,2
LN0002618,C000167,D001816,2025-07-16 12:51:43,IP-558.113.151.210,Firefox,Linux,L0042,Success,,False,False,False,28,2
LN0002619,C004974,D001987,2025-04-02 12:29:28,IP-624.151.155.158,Safari,Windows,L0006,Success,,True,False,False,66,0
LN0002620,C001511,D001281,2026-03-30 06:35:41,IP-637.116.115.137,Chrome,Windows,L0027,Success,,True,False,False,20,0
LN0002621,C000806,D000907,2025-07-22 20:33:30,IP-890.167.171.184,Chrome,Android,L0016,Success,,False,False,False,16,0
LN0002622,C002948,D001771,2025-11-20 05:16:56,IP-797.33.228.91,Edge,Android,L0036,Success,,False,False,False,59,0
LN0002623,C000267,D000001,2025-06-18 22:47:35,IP-224.79.232.82,Edge,iOS,L0001,Failed,MFA Failed,False,True,False,47,2
LN0002624,C000544,D003821,2025-06-12 13:42:56,IP-169.223.194.96,Safari,iOS,L0049,Success,,False,False,True,63,4
LN0002625,C000724,D003960,2025-03-08 15:06:17,IP-104.22.233.27,Safari,Linux,L0048,Success,,False,True,False,11,3
LN0002626,C003662,D000173,2025-07-25 00:26:42,IP-920.235.178.138,Chrome,iOS,L0038,Success,,False,False,False,17,1
LN0002627,C003193,D001872,2025-05-04 09:57:46,IP-040.38.155.101,Safari,Linux,L0019,Failed,Authentication Failed,False,False,False,60,2
LN0002628,C000895,D002847,2025-11-23 14:08:35,IP-976.145.27.218,Chrome,Windows,L0033,Success,,False,False,False,18,0
LN0002629,C000609,D001941,2025-01-13 10:54:23,IP-575.145.126.64,Safari,Windows,L0011,Success,,True,False,False,39,3
LN0002630,C000007,D001686,2025-01-29 21:26:08,IP-290.64.73.230,Firefox,Windows,L0002,Success,,True,False,False,41,1
LN0002631,C003438,D002915,2025-10-26 18:34:34,IP-604.58.51.218,Edge,Android,L0007,Failed,MFA Failed,True,False,False,19,3
LN0002632,C003697,D000119,2026-02-15 14:33:48,IP-443.46.202.151,Firefox,iOS,L0020,Success,,False,False,False,49,0
LN0002633,C002582,D001002,2025-12-24 07:28:06,IP-202.73.229.166,Firefox,Android,L0050,Success,,False,False,False,48,0
LN0002634,C001501,D002909,2025-12-26 04:38:43,IP-397.222.208.201,Edge,Android,L0019,Success,,False,True,False,27,2
LN0002635,C001414,D002141,2025-06-11 17:36:25,IP-281.21.252.164,Edge,iOS,L0022,Success,,False,False,False,12,3
LN0002636,C003259,D003468,2025-05-30 12:19:43,IP-175.36.251.236,Chrome,iOS,L0052,Success,,False,False,False,35,1
LN0002637,C001048,D001243,2025-04-29 14:56:01,IP-712.74.175.12,Firefox,Android,L0041,Success,,False,False,False,43,2
LN0002638,C003191,D000830,2025-12-26 06:59:11,IP-093.252.153.175,Chrome,Windows,L0049,Success,,False,False,False,23,2
LN0002639,C000522,D002735,2025-02-20 01:44:45,IP-383.146.212.214,Edge,Android,L0010,Success,,True,False,False,32,1
LN0002640,C004662,D001316,2026-06-10 21:30:16,IP-644.234.92.153,Edge,Linux,L0036,Success,,False,False,False,63,1
LN0002641,C003821,D002250,2026-02-06 10:15:59,IP-495.90.222.60,Firefox,Linux,L0032,Success,,True,False,False,48,2
LN0002642,C004809,D002522,2026-04-12 05:30:28,IP-178.167.74.48,Safari,iOS,L0045,Success,,False,False,False,68,2
LN0002643,C000710,D002561,2026-07-24 08:06:06,IP-440.107.150.242,Chrome,macOS,L0030,Failed,Unknown Device,True,False,True,100,8
LN0002644,C001261,D000136,2025-05-03 23:22:46,IP-187.219.250.204,Firefox,macOS,L0024,Success,,False,False,False,51,2
LN0002645,C003099,D001038,2025-01-21 23:10:59,IP-386.158.208.52,Safari,Android,L0023,Success,,False,True,False,1,3
LN0002646,C003937,D003125,2025-01-15 04:52:33,IP-943.31.172.166,Firefox,Android,L0035,Success,,False,False,False,4,0
LN0002647,C000483,D002333,2025-07-19 09:15:22,IP-748.247.59.165,Edge,Android,L0042,Success,,True,False,False,7,2
LN0002648,C004043,D000190,2025-06-30 18:11:47,IP-487.150.238.203,Edge,macOS,L0052,Failed,MFA Failed,False,False,True,88,7
LN0002649,C002143,D000153,2026-04-16 15:12:03,IP-822.25.119.79,Chrome,Android,L0026,Success,,False,False,False,52,0
LN0002650,C002522,D000603,2026-01-18 18:31:53,IP-974.111.227.93,Edge,Android,L0018,Success,,False,False,False,32,0
LN0002651,C002902,D003440,2025-08-01 14:48:48,IP-387.4.92.36,Chrome,macOS,L0049,Success,,False,False,False,41,2
LN0002652,C002881,D002559,2025-05-29 07:55:32,IP-712.20.52.14,Firefox,Linux,L0003,Success,,True,False,False,36,1
LN0002653,C002870,D000315,2025-10-11 17:56:53,IP-919.124.151.186,Edge,iOS,L0001,Success,,False,False,False,45,0
LN0002654,C004937,D000511,2026-02-12 12:51:21,IP-593.61.25.52,Chrome,Windows,L0040,Success,,False,True,False,38,1
LN0002655,C002361,D000279,2025-01-30 18:40:52,IP-091.32.21.83,Firefox,Android,L0014,Success,,False,False,True,87,3
LN0002656,C001216,D002616,2025-12-26 18:57:39,IP-144.173.1.10,Chrome,Windows,L0025,Success,,False,False,False,26,1
LN0002657,C002573,D001365,2025-12-24 18:01:56,IP-475.99.154.235,Firefox,macOS,L0026,Success,,False,True,False,51,3
LN0002658,C000325,D002596,2025-02-08 00:41:22,IP-132.244.143.181,Edge,iOS,L0025,Success,,False,False,False,29,3
LN0002659,C002384,D002334,2026-05-13 10:25:04,IP-379.113.147.163,Firefox,Linux,L0035,Success,,False,True,False,54,3
LN0002660,C001264,D000952,2025-04-16 18:17:34,IP-982.94.197.138,Chrome,Android,L0001,Success,,False,True,False,38,3
LN0002661,C002206,D001527,2025-06-10 10:31:21,IP-462.77.246.253,Firefox,Android,L0019,Failed,Invalid Password,False,True,True,100,8
LN0002662,C002082,D001085,2025-05-07 08:19:08,IP-032.123.34.165,Chrome,Android,L0034,Success,,False,False,False,24,0
LN0002663,C003407,D000201,2025-03-23 02:13:02,IP-211.170.188.57,Chrome,Android,L0039,Success,,False,False,False,16,2
LN0002664,C002843,D001097,2025-05-16 01:00:06,IP-164.80.216.155,Chrome,Linux,L0020,Success,,True,False,False,40,2
LN0002665,C001531,D002276,2025-06-16 07:17:01,IP-053.143.177.148,Safari,Android,L0048,Success,,False,False,False,24,1
LN0002666,C003776,D000394,2025-08-04 15:52:53,IP-886.183.160.179,Edge,Android,L0050,Success,,False,False,False,49,1
LN0002667,C002399,D001198,2025-11-05 13:24:42,IP-802.3.53.226,Edge,Android,L0032,Success,,False,False,False,74,2
LN0002668,C001212,D002956,2025-01-03 19:27:20,IP-110.11.91.49,Edge,Linux,L0001,Success,,True,False,False,11,1
LN0002669,C004908,D001048,2025-01-23 21:51:23,IP-317.71.90.208,Chrome,Linux,L0021,Success,,False,False,False,57,2
LN0002670,C000868,D000674,2025-12-19 10:48:01,IP-895.150.94.82,Firefox,iOS,L0004,Success,,False,False,False,36,0
LN0002671,C001108,D000784,2025-02-23 09:23:15,IP-123.9.121.1,Safari,Android,L0016,Success,,False,False,False,43,2
LN0002672,C003322,D000144,2025-12-26 08:59:27,IP-727.79.165.136,Firefox,iOS,L0011,Success,,False,False,False,21,2
LN0002673,C000256,D001499,2025-04-08 21:49:32,IP-680.242.22.208,Safari,Linux,L0051,Success,,False,False,False,42,0
LN0002674,C003554,D001057,2025-01-19 12:55:14,IP-424.222.75.244,Firefox,Windows,L0029,Success,,False,False,False,19,0
LN0002675,C003093,D002775,2026-01-26 19:06:26,IP-947.126.51.13,Firefox,Windows,L0041,Success,,False,True,False,1,2
LN0002676,C002165,D002506,2026-06-01 07:26:15,IP-091.158.192.129,Edge,Linux,L0033,Success,,False,False,False,36,2
LN0002677,C003070,D003143,2025-05-16 21:53:27,IP-575.171.108.81,Safari,Windows,L0042,Success,,False,False,False,56,0
LN0002678,C000382,D000003,2025-01-10 00:35:52,IP-245.98.103.12,Edge,Linux,L0040,Failed,Account Locked,False,False,True,82,9
LN0002679,C003092,D000953,2026-01-02 01:19:29,IP-814.167.56.154,Chrome,macOS,L0052,Success,,False,True,False,33,2
LN0002680,C000996,D001695,2025-10-21 17:10:29,IP-175.58.245.61,Edge,Windows,L0001,Success,,False,False,False,21,3
LN0002681,C004595,D001104,2026-04-02 03:39:57,IP-143.87.157.242,Chrome,Windows,L0021,Success,,True,False,False,33,1
LN0002682,C002108,D003533,2025-08-09 15:15:15,IP-445.3.199.94,Safari,Windows,L0021,Success,,True,False,False,11,0
LN0002683,C004274,D002743,2025-02-01 16:03:34,IP-687.168.142.248,Safari,Android,L0038,Success,,False,False,False,12,2
LN0002684,C003242,D000698,2025-01-02 15:06:27,IP-708.69.99.243,Firefox,Android,L0025,Success,,True,False,False,16,2
LN0002685,C000857,D000742,2025-01-21 08:02:45,IP-056.108.101.61,Edge,Linux,L0009,Success,,False,False,False,29,3
LN0002686,C000448,D002742,2025-03-07 20:47:53,IP-762.5.166.168,Edge,iOS,L0004,Success,,True,True,False,24,1
LN0002687,C003167,D001837,2025-06-02 23:04:35,IP-686.93.72.96,Firefox,Linux,L0032,Success,,False,False,False,55,1
LN0002688,C003786,D002965,2025-06-23 15:26:57,IP-911.234.36.143,Firefox,Android,L0026,Success,,False,False,False,44,1
LN0002689,C001779,D002390,2025-08-22 04:47:18,IP-094.163.221.81,Safari,Linux,L0035,Success,,True,False,False,66,3
LN0002690,C001759,D003910,2025-07-31 21:14:26,IP-029.195.209.104,Chrome,Linux,L0010,Success,,False,False,True,100,4
LN0002691,C001221,D000540,2025-05-21 00:53:08,IP-731.67.104.37,Edge,Linux,L0028,Success,,True,False,False,34,3
LN0002692,C000388,D003936,2026-02-16 00:36:57,IP-459.26.157.225,Chrome,Android,L0013,Success,,False,True,False,26,1
LN0002693,C004743,D000827,2025-07-31 16:08:04,IP-353.77.150.3,Safari,iOS,L0013,Success,,False,False,False,24,2
LN0002694,C004102,D002922,2025-10-18 16:23:41,IP-279.220.55.79,Firefox,Android,L0006,Success,,True,False,False,43,3
LN0002695,C002672,D001299,2026-06-28 09:06:14,IP-309.123.254.249,Safari,Linux,L0030,Success,,True,False,False,32,1
LN0002696,C000438,D001932,2026-05-15 18:51:18,IP-421.126.191.96,Chrome,Linux,L0044,Success,,False,False,False,37,2
LN0002697,C001155,D002690,2025-04-02 16:00:19,IP-143.222.253.132,Firefox,Windows,L0023,Success,,False,False,False,70,3
LN0002698,C000933,D001940,2026-06-14 14:08:14,IP-705.102.136.83,Firefox,Android,L0031,Success,,False,False,False,1,1
LN0002699,C000664,D000718,2025-05-15 04:00:21,IP-798.28.190.1,Safari,Android,L0047,Success,,False,False,False,44,3
LN0002700,C002899,D001650,2026-01-04 17:51:18,IP-343.30.204.7,Firefox,Windows,L0030,Success,,False,False,False,26,1
LN0002701,C003410,D002957,2026-06-24 10:07:57,IP-523.195.207.88,Firefox,Android,L0026,Failed,Authentication Failed,False,False,False,50,2
LN0002702,C004644,D003474,2026-05-18 10:54:22,IP-288.234.127.207,Chrome,Windows,L0010,Success,,False,False,False,38,0
LN0002703,C000350,D003227,2025-03-04 16:46:01,IP-693.99.229.64,Safari,macOS,L0007,Failed,Authentication Failed,False,False,False,27,3
LN0002704,C004255,D002459,2025-08-29 10:43:25,IP-391.166.5.28,Chrome,Linux,L0025,Success,,False,False,False,13,3
LN0002705,C003775,D000892,2026-06-24 00:18:25,IP-698.35.243.243,Edge,Linux,L0024,Success,,False,True,False,20,3
LN0002706,C004576,D003716,2025-04-15 17:52:00,IP-196.101.74.103,Firefox,Windows,L0052,Success,,False,True,False,1,1
LN0002707,C002394,D001340,2025-03-12 08:57:06,IP-790.78.152.38,Edge,Android,L0030,Success,,False,False,False,20,2
LN0002708,C001669,D001914,2025-06-26 20:14:12,IP-491.205.84.16,Safari,Linux,L0028,Success,,False,False,False,10,2
LN0002709,C002107,D002146,2025-07-19 17:46:23,IP-737.71.121.10,Chrome,iOS,L0001,Success,,False,False,False,40,3
LN0002710,C000964,D002312,2025-08-18 05:20:35,IP-287.180.13.11,Safari,iOS,L0035,Success,,False,False,True,84,5
LN0002711,C002022,D001125,2025-03-12 13:32:27,IP-260.153.78.40,Edge,Linux,L0039,Success,,False,False,False,72,2
LN0002712,C001449,D000976,2025-05-24 23:47:59,IP-600.239.231.190,Chrome,Windows,L0028,Failed,Unknown Device,False,False,True,85,11
LN0002713,C003545,D000771,2026-06-16 11:09:10,IP-556.31.244.181,Edge,Windows,L0003,Success,,False,False,False,72,1
LN0002714,C000547,D001841,2026-01-11 09:05:39,IP-046.38.4.38,Chrome,Android,L0023,Success,,False,False,False,54,3
LN0002715,C003680,D001170,2025-12-16 06:23:10,IP-464.161.183.153,Firefox,macOS,L0049,Success,,False,False,False,43,2
LN0002716,C002639,D000939,2026-07-18 04:06:47,IP-916.112.24.174,Firefox,macOS,L0017,Success,,False,False,False,68,2
LN0002717,C003114,D001413,2026-02-04 02:30:08,IP-965.179.41.156,Firefox,Android,L0010,Success,,False,False,False,56,1
LN0002718,C004793,D002837,2025-10-22 16:13:34,IP-773.93.200.39,Firefox,macOS,L0008,Success,,False,False,False,23,0
LN0002719,C000845,D000141,2026-03-03 12:57:32,IP-847.123.156.54,Firefox,Windows,L0030,Success,,False,False,False,56,3
LN0002720,C001569,D003561,2025-04-03 20:22:07,IP-940.78.202.211,Safari,Android,L0024,Success,,True,False,False,32,3
LN0002721,C003080,D002282,2026-07-27 07:46:24,IP-972.109.224.186,Firefox,Windows,L0034,Success,,True,False,False,39,0
LN0002722,C003283,D002054,2025-04-20 04:48:30,IP-986.183.128.105,Firefox,Linux,L0005,Failed,MFA Failed,False,False,True,78,6
LN0002723,C001976,D000262,2026-04-23 11:56:49,IP-878.13.56.132,Safari,Linux,L0046,Success,,False,True,False,18,2
LN0002724,C000900,D002666,2026-02-17 04:35:52,IP-887.72.71.97,Firefox,macOS,L0048,Success,,False,False,False,19,3
LN0002725,C002648,D001005,2026-06-14 19:33:56,IP-349.13.215.187,Safari,Windows,L0034,Success,,False,False,False,88,2
LN0002726,C000635,D002293,2025-04-26 02:02:31,IP-217.224.105.10,Safari,Linux,L0049,Success,,False,False,False,49,0
LN0002727,C000041,D001883,2025-02-14 16:24:38,IP-499.202.231.241,Edge,macOS,L0036,Success,,False,True,False,41,3
LN0002728,C001850,D000916,2025-11-17 01:06:19,IP-535.155.18.206,Edge,iOS,L0043,Failed,Unknown Device,True,False,False,17,2
LN0002729,C004922,D002206,2025-05-03 14:17:48,IP-349.249.71.214,Firefox,Linux,L0052,Success,,False,False,False,11,1
LN0002730,C001593,D000112,2025-03-09 00:49:00,IP-101.198.39.240,Edge,Linux,L0003,Success,,False,False,False,45,3
LN0002731,C000314,D003308,2025-07-08 15:17:03,IP-024.58.201.114,Firefox,Windows,L0042,Failed,MFA Failed,False,False,True,100,5
LN0002732,C001885,D000578,2025-11-01 22:43:54,IP-069.16.128.65,Firefox,macOS,L0027,Success,,False,False,True,83,3
LN0002733,C001756,D000869,2026-04-20 22:22:22,IP-879.56.129.11,Edge,Linux,L0047,Success,,False,False,False,31,2
LN0002734,C003167,D001721,2026-01-24 11:28:32,IP-499.254.225.165,Edge,Windows,L0023,Success,,False,True,True,56,3
LN0002735,C002978,D003505,2025-07-18 01:42:06,IP-247.194.69.97,Firefox,Windows,L0005,Failed,Authentication Failed,False,False,False,86,0
LN0002736,C000462,D001031,2025-04-11 22:00:56,IP-042.145.177.157,Edge,iOS,L0014,Success,,True,False,False,43,2
LN0002737,C004431,D002204,2026-02-24 07:16:02,IP-212.34.252.46,Firefox,iOS,L0046,Success,,False,False,False,35,1
LN0002738,C001341,D000411,2025-02-15 17:43:31,IP-015.73.210.244,Chrome,macOS,L0023,Success,,False,False,False,62,3
LN0002739,C002452,D001169,2025-12-18 09:28:27,IP-164.39.170.5,Chrome,Windows,L0009,Success,,False,False,False,1,1
LN0002740,C003493,D001295,2025-12-29 01:05:25,IP-103.121.90.126,Safari,Windows,L0048,Success,,False,False,False,10,3
LN0002741,C002370,D000437,2025-01-30 17:28:53,IP-440.117.167.170,Safari,Android,L0008,Success,,False,True,False,14,1
LN0002742,C002919,D000766,2025-11-15 23:34:10,IP-653.86.241.161,Edge,macOS,L0035,Success,,False,False,False,56,3
LN0002743,C003877,D001574,2026-03-13 01:06:51,IP-577.196.137.217,Firefox,Linux,L0014,Success,,False,False,False,32,3
LN0002744,C001782,D002922,2025-11-30 12:20:58,IP-279.220.55.79,Firefox,Android,L0013,Success,,False,True,False,68,3
LN0002745,C000543,D003768,2026-05-01 22:03:30,IP-192.146.188.198,Edge,iOS,L0027,Success,,False,False,False,45,3
LN0002746,C004663,D003302,2025-08-08 11:29:01,IP-417.129.227.59,Edge,Windows,L0039,Failed,Authentication Failed,False,False,False,12,2
LN0002747,C004815,D000652,2025-05-05 15:45:12,IP-270.90.122.144,Chrome,Android,L0021,Success,,True,False,False,36,3
LN0002748,C003445,D001236,2026-05-23 02:17:26,IP-876.173.224.200,Firefox,Windows,L0049,Success,,False,True,False,58,3
LN0002749,C003966,D002587,2026-06-05 14:58:34,IP-779.187.29.198,Firefox,iOS,L0019,Success,,False,False,True,89,5
LN0002750,C000444,D002379,2025-04-08 15:25:31,IP-543.77.72.18,Safari,iOS,L0026,Failed,Authentication Failed,False,False,False,37,2
LN0002751,C000223,D000955,2026-01-15 04:58:29,IP-850.141.175.123,Safari,Android,L0023,Failed,Unknown Device,False,True,False,49,1
LN0002752,C001529,D003633,2026-02-16 08:12:22,IP-983.81.182.252,Firefox,macOS,L0052,Failed,Invalid Password,False,True,True,80,9
LN0002753,C000708,D001604,2025-03-23 21:10:28,IP-124.181.12.103,Firefox,macOS,L0001,Success,,False,False,False,26,1
LN0002754,C004178,D000744,2025-06-22 15:03:50,IP-907.223.205.55,Firefox,iOS,L0019,Failed,Invalid Password,False,True,False,21,2
LN0002755,C004232,D002550,2025-09-03 11:15:51,IP-340.114.172.228,Safari,Linux,L0008,Success,,True,False,False,33,1
LN0002756,C000218,D002662,2025-07-15 08:27:05,IP-823.201.249.66,Edge,macOS,L0004,Success,,True,False,False,4,1
LN0002757,C004681,D003833,2025-03-20 08:42:58,IP-135.247.152.236,Edge,iOS,L0009,Success,,True,False,False,24,2
LN0002758,C000454,D000464,2026-03-07 19:35:18,IP-271.40.154.219,Firefox,Android,L0021,Success,,False,False,False,15,3
LN0002759,C000585,D000712,2025-02-19 19:43:20,IP-806.80.158.96,Chrome,macOS,L0042,Success,,True,False,False,29,3
LN0002760,C002225,D000903,2025-06-03 11:28:32,IP-023.212.152.163,Safari,iOS,L0039,Failed,Unknown Device,False,False,True,75,10
LN0002761,C003322,D003700,2025-04-25 19:55:34,IP-080.77.206.7,Firefox,Android,L0049,Success,,False,False,False,29,1
LN0002762,C000052,D001082,2025-06-23 06:57:43,IP-951.7.197.69,Firefox,Windows,L0018,Failed,Unknown Device,False,False,False,6,3
LN0002763,C004515,D001358,2025-08-26 07:53:47,IP-121.7.131.60,Safari,Windows,L0036,Success,,True,False,False,45,3
LN0002764,C000793,D001817,2025-02-13 00:19:30,IP-112.254.15.216,Safari,iOS,L0022,Success,,True,True,False,33,2
LN0002765,C000591,D002000,2025-12-29 17:49:23,IP-583.27.14.40,Safari,iOS,L0034,Success,,False,False,False,17,3
LN0002766,C003800,D002734,2026-01-07 10:17:29,IP-825.192.216.50,Chrome,Android,L0005,Success,,False,True,False,45,2
LN0002767,C004029,D001647,2025-01-03 21:43:07,IP-694.181.26.223,Edge,macOS,L0041,Failed,Authentication Failed,True,True,True,88,11
LN0002768,C001370,D000906,2025-10-01 19:56:47,IP-990.176.145.37,Edge,Windows,L0025,Success,,False,False,False,65,1
LN0002769,C003015,D001070,2026-05-16 02:43:35,IP-894.44.179.33,Firefox,macOS,L0001,Success,,True,False,False,29,0
LN0002770,C002666,D003969,2025-02-02 19:44:38,IP-698.2.15.3,Edge,Android,L0001,Success,,False,False,False,6,3
LN0002771,C002675,D003609,2026-02-11 17:57:22,IP-757.93.46.91,Firefox,Windows,L0011,Success,,True,False,False,63,0
