MerchantID,MerchantName,MerchantCategory,City,State,Country,MerchantRiskScore,MerchantStatus,AverageTransactionAmount
M00348,Apex Market 348,Marketplace,Leeds,England,UK,65,Active,287.69
M00349,Blue Travel 349,Gaming,Berlin,Berlin,Germany,1,Active,37.37
M00350,Nova Market 350,Travel,Berlin,Berlin,Germany,48,Active,143.59
M00351,Metro Travel 351,Jewelry,Liverpool,England,UK,3,Active,95.51
M00352,Metro Market 352,Jewelry,Chicago,Illinois,USA,41,Active,68.6
M00353,Blue Tech 353,Jewelry,Liverpool,England,UK,89,Active,95.73
M00354,Apex Services 354,Fashion,Bengaluru,Karnataka,India,32,Active,21.59
M00355,Urban Foods 355,Marketplace,Miami,Florida,USA,68,Active,73.09
M00356,Quick Mart 356,Fuel,Seattle,Washington,USA,77,Active,367.71
M00357,Metro Travel 357,Healthcare,Ahmedabad,Gujarat,India,58,Active,164.52
M00358,Prime Services 358,Jewelry,Bengaluru,Karnataka,India,25,Active,57.4
M00359,Urban Pay 359,Healthcare,Delhi,Delhi,India,16,Active,72.95
M00360,Nova Services 360,Travel,Seattle,Washington,USA,34,Active,40.15
M00361,Apex Mart 361,Jewelry,New York,New York,USA,85,Active,364.21
M00362,Apex Mart 362,Healthcare,Los Angeles,California,USA,24,Active,179.09
M00363,Quick Mart 363,Healthcare,Mumbai,Maharashtra,India,79,Active,530.78
M00364,Metro Tech 364,Healthcare,Cologne,North Rhine-Westphalia,Germany,58,Active,106.18
M00365,Apex Store 365,Electronics,Birmingham,England,UK,92,Active,28.3
M00366,Quick Market 366,Grocery,Mumbai,Maharashtra,India,84,Active,161.91
M00367,Quick Foods 367,Gaming,Chennai,Tamil Nadu,India,60,Active,431.39
M00368,Prime Services 368,Jewelry,Los Angeles,California,USA,14,Active,504.49
M00369,Nova Services 369,Healthcare,Chennai,Tamil Nadu,India,35,Active,40.33
M00370,Metro Tech 370,Fashion,Kolkata,West Bengal,India,79,Active,90.25
M00371,Global Travel 371,Travel,London,England,UK,48,Active,200.94
M00372,Prime Tech 372,Electronics,Leeds,England,UK,68,Active,80.74
M00373,Prime Pay 373,Fuel,London,England,UK,42,Active,30.42
M00374,Metro Mart 374,Money Transfer,New York,New York,USA,74,Active,88.37
M00375,Apex Mart 375,Restaurant,Leeds,England,UK,76,Active,82.48
M00376,Blue Services 376,Restaurant,Ahmedabad,Gujarat,India,13,Active,64.94
M00377,Prime Tech 377,Electronics,San Francisco,California,USA,29,Active,268.77
M00378,Apex Services 378,Gaming,Leeds,England,UK,17,Active,257.54
M00379,Quick Tech 379,Marketplace,Seattle,Washington,USA,88,Active,190.27
M00380,Nova Travel 380,Money Transfer,Munich,Bavaria,Germany,15,Active,83.9
M00381,Metro Mart 381,Gaming,Cologne,North Rhine-Westphalia,Germany,88,Active,154.87
M00382,Blue Tech 382,Electronics,Liverpool,England,UK,70,Active,238.54
M00383,Prime Travel 383,Marketplace,Manchester,England,UK,47,Active,132.4
M00384,Apex Travel 384,Gaming,Chennai,Tamil Nadu,India,9,Active,189.38
M00385,Nova Pay 385,Fuel,Dallas,Texas,USA,31,Active,301.83
M00386,Quick Foods 386,Electronics,Kolkata,West Bengal,India,16,Active,121.84
M00387,Global Services 387,Fuel,Bengaluru,Karnataka,India,58,Active,110.55
M00388,Quick Pay 388,Fuel,Leeds,England,UK,19,Active,68.56
M00389,Nova Foods 389,Money Transfer,San Francisco,California,USA,69,Active,91.13
M00390,Global Store 390,Restaurant,Kolkata,West Bengal,India,9,Active,49.78
M00391,Blue Store 391,Electronics,Hyderabad,Telangana,India,7,Active,36.49
M00392,Metro Travel 392,Fashion,Hyderabad,Telangana,India,76,Active,51.96
M00393,Urban Store 393,Money Transfer,San Francisco,California,USA,36,Active,141.15
M00394,Prime Market 394,Crypto Exchange,Pune,Maharashtra,India,55,Active,62.54
M00395,Metro Market 395,Restaurant,Birmingham,England,UK,54,Active,28.29
M00396,Blue Services 396,Fashion,Seattle,Washington,USA,17,Active,16.85
M00397,Apex Services 397,Travel,Houston,Texas,USA,26,Active,78.1
M00398,Metro Foods 398,Electronics,Munich,Bavaria,Germany,62,Active,110.88
M00399,Urban Foods 399,Restaurant,Berlin,Berlin,Germany,94,Active,31.74
M00400,Nova Services 400,Travel,Chicago,Illinois,USA,8,Active,61.4
M00401,Apex Travel 401,Marketplace,Bengaluru,Karnataka,India,98,Active,1178.21
M00402,Apex Travel 402,Grocery,Hamburg,Hamburg,Germany,75,Active,24.61
M00403,Blue Foods 403,Grocery,Bengaluru,Karnataka,India,84,Active,408.35
M00404,Prime Market 404,Healthcare,Mumbai,Maharashtra,India,35,Active,33.48
M00405,Global Mart 405,Electronics,Chicago,Illinois,USA,16,Active,166.97
M00406,Metro Store 406,Jewelry,Miami,Florida,USA,60,Active,334.73
M00407,Global Services 407,Healthcare,Seattle,Washington,USA,51,Active,186.05
M00408,Blue Travel 408,Jewelry,Hyderabad,Telangana,India,13,Active,136.04
M00409,Apex Foods 409,Electronics,Manchester,England,UK,26,Active,82.33
M00410,Nova Foods 410,Crypto Exchange,Frankfurt,Hesse,Germany,10,Active,53.18
M00411,Blue Travel 411,Restaurant,San Francisco,California,USA,60,Active,367.1
M00412,Blue Tech 412,Jewelry,Kolkata,West Bengal,India,42,Active,75.34
M00413,Global Mart 413,Money Transfer,Leeds,England,UK,60,Active,135.84
M00414,Apex Tech 414,Travel,Ahmedabad,Gujarat,India,82,Active,64.75
M00415,Global Store 415,Marketplace,Delhi,Delhi,India,16,Active,216.24
M00416,Urban Services 416,Travel,Liverpool,England,UK,33,Active,81.05
M00417,Nova Travel 417,Fuel,Manchester,England,UK,9,Active,54.68
M00418,Quick Store 418,Travel,Miami,Florida,USA,65,Active,45.28
M00419,Nova Travel 419,Money Transfer,Seattle,Washington,USA,67,Active,43.59
M00420,Prime Foods 420,Money Transfer,Birmingham,England,UK,16,Active,58.8
M00421,Blue Services 421,Jewelry,Chicago,Illinois,USA,44,Active,93.0
M00422,Urban Foods 422,Marketplace,Seattle,Washington,USA,24,Active,82.16
M00423,Urban Store 423,Healthcare,Berlin,Berlin,Germany,6,Active,719.23
M00424,Prime Market 424,Travel,Munich,Bavaria,Germany,63,Active,527.34
M00425,Apex Tech 425,Grocery,Dallas,Texas,USA,60,Active,67.99
M00426,Prime Market 426,Crypto Exchange,Miami,Florida,USA,16,Active,51.07
M00427,Urban Tech 427,Electronics,Pune,Maharashtra,India,61,Active,19.64
M00428,Apex Services 428,Fuel,Delhi,Delhi,India,72,Active,99.57
M00429,Global Store 429,Fashion,Manchester,England,UK,96,Active,136.4
M00430,Apex Tech 430,Electronics,Cologne,North Rhine-Westphalia,Germany,85,Active,42.27
M00431,Metro Market 431,Travel,Birmingham,England,UK,16,Active,737.83
M00432,Metro Mart 432,Grocery,Miami,Florida,USA,26,Active,81.32
M00433,Global Tech 433,Grocery,Bengaluru,Karnataka,India,95,Active,66.27
M00434,Urban Store 434,Grocery,Frankfurt,Hesse,Germany,65,Active,109.58
M00435,Apex Mart 435,Marketplace,Birmingham,England,UK,6,Active,242.88
M00436,Apex Travel 436,Marketplace,Munich,Bavaria,Germany,91,Active,161.12
M00437,Global Services 437,Grocery,New York,New York,USA,72,Suspended,175.98
M00438,Global Pay 438,Electronics,Seattle,Washington,USA,53,Active,66.35
M00439,Nova Foods 439,Healthcare,Cologne,North Rhine-Westphalia,Germany,44,Active,363.33
M00440,Metro Store 440,Healthcare,Bengaluru,Karnataka,India,92,Active,106.48
M00441,Metro Store 441,Electronics,Berlin,Berlin,Germany,22,Active,159.29
M00442,Apex Travel 442,Jewelry,Birmingham,England,UK,49,Active,342.29
M00443,Global Store 443,Restaurant,Kolkata,West Bengal,India,50,Active,142.36
M00444,Apex Foods 444,Electronics,Chicago,Illinois,USA,47,Active,111.67
M00445,Metro Pay 445,Crypto Exchange,San Francisco,California,USA,34,Active,77.47
M00446,Quick Tech 446,Fuel,Leeds,England,UK,50,Active,493.12
M00447,Metro Store 447,Gaming,Los Angeles,California,USA,88,Active,137.43
M00448,Blue Pay 448,Healthcare,London,England,UK,88,Active,38.69
M00449,Nova Travel 449,Fuel,Kolkata,West Bengal,India,84,Active,41.18
M00450,Blue Market 450,Jewelry,Dallas,Texas,USA,36,Active,79.44
M00451,Urban Travel 451,Marketplace,Pune,Maharashtra,India,16,Active,115.09
M00452,Metro Market 452,Fuel,Pune,Maharashtra,India,31,Active,18.7
M00453,Apex Market 453,Fashion,Kolkata,West Bengal,India,71,Active,95.96
M00454,Metro Pay 454,Healthcare,Chicago,Illinois,USA,5,Active,97.5
M00455,Blue Pay 455,Healthcare,Seattle,Washington,USA,48,Active,51.21
M00456,Global Pay 456,Gaming,Dallas,Texas,USA,41,Active,386.71
M00457,Global Services 457,Healthcare,Hyderabad,Telangana,India,35,Active,54.88
M00458,Apex Pay 458,Marketplace,Los Angeles,California,USA,80,Active,86.54
M00459,Blue Market 459,Restaurant,Frankfurt,Hesse,Germany,59,Active,135.69
M00460,Global Market 460,Grocery,Frankfurt,Hesse,Germany,10,Active,78.44
M00461,Prime Pay 461,Grocery,Ahmedabad,Gujarat,India,60,Active,182.81
M00462,Blue Foods 462,Jewelry,Frankfurt,Hesse,Germany,39,Active,43.37
M00463,Metro Foods 463,Money Transfer,Cologne,North Rhine-Westphalia,Germany,86,Active,250.47
M00464,Global Pay 464,Grocery,Delhi,Delhi,India,69,Active,157.2
M00465,Metro Tech 465,Crypto Exchange,Leeds,England,UK,80,Active,193.11
M00466,Nova Travel 466,Money Transfer,Birmingham,England,UK,93,Active,224.29
M00467,Urban Tech 467,Electronics,Hamburg,Hamburg,Germany,12,Suspended,35.08
M00468,Urban Pay 468,Fashion,Seattle,Washington,USA,81,Active,132.25
M00469,Metro Market 469,Travel,Chicago,Illinois,USA,36,Active,66.38
M00470,Apex Pay 470,Restaurant,Mumbai,Maharashtra,India,99,Active,76.62
M00471,Blue Services 471,Travel,New York,New York,USA,29,Active,174.65
M00472,Quick Foods 472,Grocery,Los Angeles,California,USA,35,Active,67.27
M00473,Metro Mart 473,Grocery,Cologne,North Rhine-Westphalia,Germany,72,Active,103.0
M00474,Quick Services 474,Grocery,Los Angeles,California,USA,57,Active,875.1
M00475,Quick Store 475,Fashion,Chennai,Tamil Nadu,India,83,Active,123.2
M00476,Apex Services 476,Money Transfer,Houston,Texas,USA,85,Active,141.64
M00477,Urban Travel 477,Jewelry,Kolkata,West Bengal,India,83,Active,251.38
M00478,Prime Foods 478,Crypto Exchange,Hyderabad,Telangana,India,82,Active,34.32
M00479,Prime Services 479,Fashion,San Francisco,California,USA,42,Active,281.31
M00480,Apex Tech 480,Money Transfer,Hyderabad,Telangana,India,20,Active,439.75
M00481,Metro Market 481,Electronics,Hamburg,Hamburg,Germany,68,Active,98.54
M00482,Apex Tech 482,Fuel,Dallas,Texas,USA,69,Active,99.25
M00483,Blue Tech 483,Gaming,Miami,Florida,USA,6,Active,282.6
M00484,Global Market 484,Electronics,Houston,Texas,USA,30,Active,41.59
M00485,Metro Pay 485,Marketplace,Chicago,Illinois,USA,86,Active,88.41
M00486,Metro Foods 486,Fashion,Liverpool,England,UK,32,Active,92.6
M00487,Nova Store 487,Electronics,Hyderabad,Telangana,India,76,Active,194.6
M00488,Apex Store 488,Money Transfer,New York,New York,USA,28,Active,62.74
M00489,Global Tech 489,Money Transfer,Hyderabad,Telangana,India,28,Active,326.67
M00490,Apex Mart 490,Crypto Exchange,Chennai,Tamil Nadu,India,25,Active,122.65
M00491,Global Store 491,Travel,Leeds,England,UK,66,Active,42.53
M00492,Blue Store 492,Grocery,Liverpool,England,UK,25,Active,158.75
M00493,Apex Tech 493,Money Transfer,Bengaluru,Karnataka,India,24,Suspended,85.14
M00494,Quick Market 494,Grocery,Los Angeles,California,USA,76,Active,32.78
M00495,Apex Travel 495,Crypto Exchange,Mumbai,Maharashtra,India,85,Active,277.13
M00496,Apex Pay 496,Restaurant,Seattle,Washington,USA,14,Active,135.47
M00497,Prime Travel 497,Gaming,New York,New York,USA,13,Active,142.85
M00498,Blue Store 498,Gaming,Frankfurt,Hesse,Germany,21,Active,98.99
M00499,Nova Travel 499,Gaming,Dallas,Texas,USA,81,Active,173.05
M00500,Blue Travel 500,Jewelry,Berlin,Berlin,Germany,10,Active,195.57
M00501,Blue Travel 501,Grocery,Dallas,Texas,USA,35,Active,107.15
M00502,Metro Services 502,Fashion,Chicago,Illinois,USA,85,Active,113.38
M00503,Prime Travel 503,Crypto Exchange,Liverpool,England,UK,51,Active,53.64
M00504,Nova Market 504,Healthcare,London,England,UK,49,Active,145.23
M00505,Quick Mart 505,Fuel,New York,New York,USA,31,Active,174.3
M00506,Nova Store 506,Electronics,Hamburg,Hamburg,Germany,56,Active,369.66
M00507,Urban Mart 507,Gaming,Kolkata,West Bengal,India,13,Active,69.68
M00508,Blue Travel 508,Gaming,Frankfurt,Hesse,Germany,23,Active,68.19
M00509,Urban Tech 509,Fuel,Mumbai,Maharashtra,India,59,Active,88.04
M00510,Metro Travel 510,Jewelry,Seattle,Washington,USA,75,Active,109.51
M00511,Nova Foods 511,Fashion,Los Angeles,California,USA,52,Active,158.77
M00512,Quick Travel 512,Crypto Exchange,Pune,Maharashtra,India,4,Active,91.45
M00513,Blue Tech 513,Fuel,Houston,Texas,USA,76,Active,52.95
M00514,Nova Market 514,Fuel,Seattle,Washington,USA,50,Active,90.48
M00515,Quick Foods 515,Marketplace,Berlin,Berlin,Germany,59,Active,42.29
M00516,Prime Store 516,Gaming,London,England,UK,77,Active,627.49
M00517,Nova Travel 517,Fashion,San Francisco,California,USA,78,Active,62.14
M00518,Urban Foods 518,Fashion,Miami,Florida,USA,40,Active,190.16
M00519,Urban Services 519,Fuel,Mumbai,Maharashtra,India,17,Active,298.05
M00520,Global Services 520,Marketplace,Birmingham,England,UK,63,Active,29.56
M00521,Urban Services 521,Electronics,Seattle,Washington,USA,44,Active,283.05
M00522,Metro Services 522,Grocery,San Francisco,California,USA,51,Active,245.64
M00523,Urban Pay 523,Restaurant,Mumbai,Maharashtra,India,5,Active,97.37
M00524,Prime Pay 524,Marketplace,Chicago,Illinois,USA,22,Active,339.91
M00525,Nova Travel 525,Money Transfer,Mumbai,Maharashtra,India,97,Active,138.92
M00526,Metro Mart 526,Healthcare,Chennai,Tamil Nadu,India,40,Active,50.18
M00527,Apex Market 527,Grocery,Delhi,Delhi,India,75,Active,151.84
M00528,Urban Store 528,Fashion,Pune,Maharashtra,India,76,Active,210.83
M00529,Urban Store 529,Marketplace,Ahmedabad,Gujarat,India,75,Active,192.87
M00530,Global Services 530,Electronics,Kolkata,West Bengal,India,1,Active,45.02
M00531,Urban Tech 531,Jewelry,Leeds,England,UK,90,Active,148.8
M00532,Urban Tech 532,Travel,Chennai,Tamil Nadu,India,46,Active,8.03
M00533,Blue Services 533,Crypto Exchange,Chicago,Illinois,USA,4,Active,236.53
M00534,Urban Pay 534,Grocery,Miami,Florida,USA,73,Active,165.76
M00535,Urban Pay 535,Marketplace,Miami,Florida,USA,48,Active,123.54
M00536,Metro Mart 536,Marketplace,Leeds,England,UK,21,Active,127.78
M00537,Prime Foods 537,Jewelry,Seattle,Washington,USA,59,Active,67.81
M00538,Metro Services 538,Fashion,Cologne,North Rhine-Westphalia,Germany,87,Active,38.01
M00539,Global Pay 539,Gaming,San Francisco,California,USA,45,Active,194.34
M00540,Blue Market 540,Electronics,Hyderabad,Telangana,India,80,Active,152.48
M00541,Apex Foods 541,Fuel,Ahmedabad,Gujarat,India,87,Active,144.66
M00542,Blue Tech 542,Crypto Exchange,Chennai,Tamil Nadu,India,15,Active,158.13
M00543,Prime Pay 543,Travel,Frankfurt,Hesse,Germany,92,Active,304.46
M00544,Prime Pay 544,Grocery,New York,New York,USA,13,Active,416.71
M00545,Global Foods 545,Jewelry,Los Angeles,California,USA,44,Active,108.05
M00546,Prime Market 546,Fuel,Los Angeles,California,USA,46,Active,70.1
M00547,Blue Services 547,Money Transfer,New York,New York,USA,12,Active,278.56
M00548,Global Store 548,Fuel,Houston,Texas,USA,74,Active,50.94
M00549,Prime Store 549,Healthcare,Dallas,Texas,USA,47,Active,281.24
M00550,Prime Store 550,Crypto Exchange,Kolkata,West Bengal,India,45,Active,55.26
M00551,Urban Market 551,Marketplace,Houston,Texas,USA,60,Active,35.74
M00552,Urban Tech 552,Electronics,Hyderabad,Telangana,India,21,Active,43.09
M00553,Global Travel 553,Marketplace,Seattle,Washington,USA,97,Active,72.01
M00554,Blue Services 554,Travel,Leeds,England,UK,85,Active,267.87
M00555,Quick Mart 555,Electronics,Frankfurt,Hesse,Germany,90,Active,30.82
M00556,Nova Foods 556,Marketplace,Chennai,Tamil Nadu,India,13,Active,10.07
M00557,Urban Store 557,Grocery,Houston,Texas,USA,61,Active,452.8
M00558,Blue Services 558,Electronics,Munich,Bavaria,Germany,49,Active,234.1
M00559,Global Travel 559,Gaming,Munich,Bavaria,Germany,74,Active,316.13
M00560,Nova Foods 560,Marketplace,Chicago,Illinois,USA,59,Active,320.29
M00561,Blue Market 561,Fashion,London,England,UK,59,Active,69.34
M00562,Urban Tech 562,Jewelry,Kolkata,West Bengal,India,95,Active,15.51
M00563,Prime Pay 563,Fuel,Hyderabad,Telangana,India,28,Active,41.11
M00564,Apex Mart 564,Crypto Exchange,Mumbai,Maharashtra,India,61,Active,151.89
M00565,Urban Store 565,Fashion,Hyderabad,Telangana,India,93,Active,61.19
M00566,Apex Services 566,Electronics,Liverpool,England,UK,22,Suspended,86.08
M00567,Prime Tech 567,Jewelry,Dallas,Texas,USA,96,Active,35.89
M00568,Metro Tech 568,Crypto Exchange,Bengaluru,Karnataka,India,59,Active,45.83
M00569,Metro Market 569,Fashion,Liverpool,England,UK,67,Active,130.66
M00570,Blue Services 570,Fuel,Miami,Florida,USA,67,Active,78.05
M00571,Nova Services 571,Marketplace,San Francisco,California,USA,34,Active,243.23
M00572,Blue Services 572,Money Transfer,Bengaluru,Karnataka,India,74,Active,166.21
M00573,Blue Store 573,Jewelry,Ahmedabad,Gujarat,India,75,Active,199.93
M00574,Nova Store 574,Healthcare,New York,New York,USA,38,Active,51.57
M00575,Metro Market 575,Electronics,Leeds,England,UK,56,Active,160.55
M00576,Urban Tech 576,Restaurant,Kolkata,West Bengal,India,42,Active,309.13
M00577,Prime Travel 577,Grocery,Miami,Florida,USA,76,Active,329.25
M00578,Nova Foods 578,Marketplace,Birmingham,England,UK,7,Active,88.19
M00579,Prime Tech 579,Grocery,Pune,Maharashtra,India,2,Active,62.3
M00580,Metro Tech 580,Travel,London,England,UK,57,Active,18.59
M00581,Prime Mart 581,Jewelry,New York,New York,USA,21,Active,40.38
M00582,Metro Mart 582,Gaming,Hamburg,Hamburg,Germany,41,Active,95.37
M00583,Prime Pay 583,Healthcare,Hamburg,Hamburg,Germany,47,Active,121.38
M00584,Prime Pay 584,Fashion,New York,New York,USA,74,Active,427.62
M00585,Prime Store 585,Gaming,Hamburg,Hamburg,Germany,96,Active,420.97
M00586,Prime Travel 586,Crypto Exchange,New York,New York,USA,9,Active,249.52
M00587,Blue Tech 587,Crypto Exchange,San Francisco,California,USA,5,Active,612.03
M00588,Blue Services 588,Fuel,San Francisco,California,USA,10,Active,191.68
M00589,Blue Tech 589,Electronics,Houston,Texas,USA,24,Active,90.07
M00590,Global Market 590,Crypto Exchange,Mumbai,Maharashtra,India,58,Active,112.55
M00591,Global Tech 591,Travel,Bengaluru,Karnataka,India,13,Suspended,49.68
M00592,Urban Foods 592,Healthcare,Pune,Maharashtra,India,50,Active,21.86
M00593,Urban Market 593,Money Transfer,Manchester,England,UK,55,Active,100.23
M00594,Quick Services 594,Gaming,Chennai,Tamil Nadu,India,32,Active,67.61
M00595,Apex Travel 595,Crypto Exchange,Kolkata,West Bengal,India,12,Active,134.67
M00596,Urban Tech 596,Crypto Exchange,Kolkata,West Bengal,India,16,Active,117.16
M00597,Prime Store 597,Marketplace,Frankfurt,Hesse,Germany,14,Active,152.43
M00598,Apex Tech 598,Gaming,Cologne,North Rhine-Westphalia,Germany,75,Active,270.98
M00599,Quick Tech 599,Marketplace,Bengaluru,Karnataka,India,74,Active,316.74
M00600,Prime Services 600,Money Transfer,San Francisco,California,USA,57,Active,37.05
M00601,Prime Market 601,Healthcare,San Francisco,California,USA,25,Active,299.49
M00602,Quick Travel 602,Crypto Exchange,Munich,Bavaria,Germany,86,Active,510.53
M00603,Quick Pay 603,Money Transfer,Leeds,England,UK,37,Active,98.88
M00604,Quick Store 604,Fuel,Seattle,Washington,USA,64,Active,12.23
M00605,Metro Market 605,Marketplace,Mumbai,Maharashtra,India,94,Active,41.76
M00606,Nova Mart 606,Gaming,New York,New York,USA,10,Active,250.37
M00607,Blue Travel 607,Travel,Hyderabad,Telangana,India,32,Active,245.95
M00608,Quick Travel 608,Fuel,Los Angeles,California,USA,5,Active,191.12
M00609,Nova Travel 609,Gaming,Miami,Florida,USA,40,Active,387.17
M00610,Apex Mart 610,Healthcare,Hamburg,Hamburg,Germany,77,Active,56.35
M00611,Global Foods 611,Jewelry,Cologne,North Rhine-Westphalia,Germany,74,Active,13.84
M00612,Blue Travel 612,Money Transfer,San Francisco,California,USA,21,Active,23.17
M00613,Metro Mart 613,Marketplace,Miami,Florida,USA,32,Active,67.33
M00614,Metro Market 614,Travel,Pune,Maharashtra,India,47,Active,96.89
M00615,Apex Market 615,Electronics,San Francisco,California,USA,76,Active,164.34
M00616,Quick Tech 616,Crypto Exchange,Los Angeles,California,USA,86,Active,645.83
M00617,Global Mart 617,Jewelry,San Francisco,California,USA,66,Active,126.18
M00618,Metro Tech 618,Crypto Exchange,Liverpool,England,UK,41,Active,406.56
M00619,Global Tech 619,Gaming,Manchester,England,UK,75,Active,129.75
M00620,Blue Services 620,Fashion,Birmingham,England,UK,94,Active,193.41
M00621,Urban Travel 621,Fuel,Chicago,Illinois,USA,40,Active,31.01
M00622,Metro Tech 622,Fashion,Cologne,North Rhine-Westphalia,Germany,24,Active,89.03
M00623,Quick Store 623,Healthcare,Birmingham,England,UK,92,Active,58.77
M00624,Prime Market 624,Healthcare,Los Angeles,California,USA,75,Active,22.41
M00625,Global Travel 625,Fuel,Delhi,Delhi,India,2,Active,79.78
M00626,Blue Market 626,Marketplace,London,England,UK,6,Active,26.05
M00627,Quick Market 627,Electronics,New York,New York,USA,25,Active,107.36
M00628,Apex Tech 628,Marketplace,Birmingham,England,UK,77,Active,27.95
M00629,Nova Market 629,Grocery,Dallas,Texas,USA,69,Active,154.31
M00630,Quick Mart 630,Jewelry,Chennai,Tamil Nadu,India,51,Active,150.82
M00631,Quick Foods 631,Electronics,Liverpool,England,UK,19,Active,230.41
M00632,Prime Pay 632,Fashion,Dallas,Texas,USA,73,Active,104.25
M00633,Prime Travel 633,Grocery,Delhi,Delhi,India,29,Active,51.79
M00634,Blue Travel 634,Gaming,Chicago,Illinois,USA,49,Active,1343.08
M00635,Nova Market 635,Marketplace,Miami,Florida,USA,53,Active,110.42
M00636,Quick Travel 636,Grocery,Mumbai,Maharashtra,India,20,Active,215.42
M00637,Apex Tech 637,Gaming,Cologne,North Rhine-Westphalia,Germany,13,Active,1010.99
M00638,Metro Travel 638,Crypto Exchange,Dallas,Texas,USA,56,Active,50.48
M00639,Metro Pay 639,Money Transfer,San Francisco,California,USA,75,Active,100.53
M00640,Urban Mart 640,Gaming,Seattle,Washington,USA,38,Active,471.21
M00641,Apex Tech 641,Restaurant,Chennai,Tamil Nadu,India,17,Active,49.71
M00642,Prime Mart 642,Jewelry,Munich,Bavaria,Germany,56,Active,520.9
M00643,Urban Mart 643,Marketplace,London,England,UK,13,Active,253.57
M00644,Urban Tech 644,Electronics,Bengaluru,Karnataka,India,39,Active,75.35
M00645,Global Foods 645,Restaurant,Delhi,Delhi,India,64,Active,679.99
M00646,Blue Tech 646,Marketplace,Chicago,Illinois,USA,61,Active,112.69
M00647,Quick Services 647,Fuel,Los Angeles,California,USA,28,Active,128.14
M00648,Blue Foods 648,Restaurant,Chennai,Tamil Nadu,India,89,Active,116.89
M00649,Blue Travel 649,Travel,London,England,UK,40,Active,102.29
M00650,Prime Store 650,Marketplace,Cologne,North Rhine-Westphalia,Germany,85,Suspended,181.2
M00651,Apex Foods 651,Money Transfer,London,England,UK,69,Active,127.27
M00652,Nova Market 652,Marketplace,Hamburg,Hamburg,Germany,71,Active,136.03
M00653,Quick Pay 653,Travel,Frankfurt,Hesse,Germany,43,Active,131.21
M00654,Quick Services 654,Gaming,Los Angeles,California,USA,28,Active,583.18
M00655,Apex Tech 655,Gaming,Berlin,Berlin,Germany,63,Active,58.11
M00656,Nova Travel 656,Fuel,Birmingham,England,UK,86,Active,100.04
M00657,Urban Foods 657,Fuel,Berlin,Berlin,Germany,20,Active,54.38
M00658,Urban Market 658,Gaming,New York,New York,USA,66,Active,8.78
M00659,Global Tech 659,Crypto Exchange,Cologne,North Rhine-Westphalia,Germany,61,Active,95.79
M00660,Urban Mart 660,Crypto Exchange,Houston,Texas,USA,59,Active,153.26
M00661,Urban Market 661,Fashion,Mumbai,Maharashtra,India,62,Active,2244.96
M00662,Nova Services 662,Healthcare,Los Angeles,California,USA,81,Active,51.24
M00663,Blue Tech 663,Electronics,Dallas,Texas,USA,28,Active,99.11
M00664,Nova Mart 664,Fuel,Leeds,England,UK,99,Active,104.77
M00665,Blue Foods 665,Crypto Exchange,Frankfurt,Hesse,Germany,53,Active,101.37
M00666,Global Tech 666,Healthcare,Ahmedabad,Gujarat,India,56,Active,8.68
M00667,Apex Store 667,Fuel,Kolkata,West Bengal,India,74,Active,83.61
M00668,Metro Tech 668,Restaurant,Houston,Texas,USA,68,Active,52.21
M00669,Prime Store 669,Gaming,Dallas,Texas,USA,22,Active,75.46
M00670,Global Store 670,Healthcare,New York,New York,USA,58,Active,137.67
M00671,Quick Travel 671,Grocery,Mumbai,Maharashtra,India,23,Active,246.22
M00672,Apex Store 672,Marketplace,Hyderabad,Telangana,India,40,Active,121.73
M00673,Prime Tech 673,Restaurant,Leeds,England,UK,39,Active,107.67
M00674,Apex Services 674,Restaurant,Berlin,Berlin,Germany,88,Active,119.83
M00675,Apex Store 675,Crypto Exchange,Houston,Texas,USA,74,Active,326.0
M00676,Metro Tech 676,Healthcare,San Francisco,California,USA,12,Active,504.38
M00677,Blue Tech 677,Gaming,New York,New York,USA,38,Active,46.51
M00678,Apex Market 678,Crypto Exchange,Pune,Maharashtra,India,98,Active,119.66
M00679,Metro Services 679,Gaming,Cologne,North Rhine-Westphalia,Germany,11,Active,928.3
M00680,Nova Market 680,Gaming,Berlin,Berlin,Germany,60,Active,33.99
M00681,Urban Store 681,Restaurant,Liverpool,England,UK,75,Active,37.12
M00682,Blue Foods 682,Travel,Ahmedabad,Gujarat,India,10,Active,91.03
M00683,Blue Tech 683,Fuel,Birmingham,England,UK,46,Active,49.14
M00684,Urban Tech 684,Electronics,Hyderabad,Telangana,India,45,Active,111.84
M00685,Global Travel 685,Gaming,Birmingham,England,UK,20,Active,61.54
M00686,Nova Store 686,Marketplace,New York,New York,USA,56,Active,900.32
M00687,Nova Store 687,Travel,Seattle,Washington,USA,82,Active,69.88
M00688,Metro Mart 688,Grocery,Kolkata,West Bengal,India,79,Active,47.84
M00689,Nova Store 689,Marketplace,Leeds,England,UK,58,Active,341.61
M00690,Metro Market 690,Jewelry,Leeds,England,UK,36,Active,501.21
M00691,Urban Market 691,Crypto Exchange,Bengaluru,Karnataka,India,16,Active,116.37
M00692,Blue Mart 692,Jewelry,Seattle,Washington,USA,61,Active,21.43
M00693,Global Pay 693,Money Transfer,Ahmedabad,Gujarat,India,21,Active,35.52
M00694,Nova Pay 694,Fuel,Ahmedabad,Gujarat,India,67,Active,168.99
