DeviceID,DeviceType,OperatingSystem,Browser,IPAddress,FirstSeenDate,LastSeenDate,TrustedDeviceFlag,RiskScore
D000942,Desktop,iOS,Firefox,IP-430.230.53.63,2024-01-13,2026-03-05,False,79
D000943,Laptop,macOS,Chrome,IP-684.30.62.141,2024-09-08,2025-06-07,True,36
D000944,Tablet,Linux,Edge,IP-574.55.169.90,2025-06-30,2026-05-18,True,34
D000945,Mobile,macOS,Edge,IP-565.243.168.167,2025-11-12,2025-01-28,True,94
D000946,Laptop,Windows,Chrome,IP-435.48.214.80,2022-03-13,2025-01-08,False,8
D000947,Tablet,Linux,Firefox,IP-117.154.4.45,2024-12-20,2025-10-16,True,88
D000948,Tablet,Windows,Edge,IP-505.109.180.207,2024-06-05,2025-06-07,True,6
D000949,Tablet,Android,Chrome,IP-335.213.122.77,2022-08-20,2025-05-20,True,16
D000950,Mobile,macOS,Chrome,IP-626.93.69.12,2025-03-13,2025-08-10,True,92
D000951,Desktop,macOS,Edge,IP-043.245.243.64,2021-04-30,2025-06-01,True,88
D000952,Tablet,Android,Chrome,IP-982.94.197.138,2024-09-03,2026-04-25,True,69
D000953,Desktop,macOS,Chrome,IP-814.167.56.154,2021-08-02,2026-05-16,False,53
D000954,Mobile,macOS,Safari,IP-614.11.197.184,2024-06-05,2026-04-02,True,16
D000955,Desktop,Android,Safari,IP-850.141.175.123,2024-07-17,2026-03-14,True,27
D000956,Laptop,macOS,Safari,IP-778.44.245.97,2025-05-28,2025-11-17,True,66
D000957,Laptop,Linux,Edge,IP-386.230.115.193,2022-03-05,2025-04-13,True,75
D000958,Desktop,Windows,Safari,IP-236.214.117.192,2024-01-31,2025-11-11,False,70
D000959,Laptop,Windows,Edge,IP-313.10.191.86,2023-01-18,2025-02-19,True,61
D000960,Mobile,iOS,Safari,IP-753.1.234.195,2021-11-18,2025-02-16,True,67
D000961,Mobile,Android,Safari,IP-160.94.37.124,2021-01-11,2025-12-14,True,39
D000962,Laptop,Windows,Firefox,IP-993.88.39.245,2024-10-09,2026-01-17,False,95
D000963,Laptop,Android,Edge,IP-430.212.133.107,2024-12-15,2026-06-25,True,19
D000964,Mobile,Windows,Edge,IP-612.25.178.98,2023-04-21,2025-05-21,True,70
D000965,Tablet,Windows,Firefox,IP-712.253.26.12,2024-07-05,2025-06-18,True,71
D000966,Laptop,Linux,Safari,IP-903.162.218.189,2021-05-21,2026-05-25,False,96
D000967,Mobile,Windows,Firefox,IP-785.37.200.43,2025-01-02,2026-06-23,True,69
D000968,Laptop,Windows,Chrome,IP-745.87.212.50,2023-07-05,2026-07-25,False,47
D000969,Mobile,Android,Firefox,IP-035.105.26.198,2023-04-21,2026-03-03,False,11
D000970,Tablet,macOS,Safari,IP-292.60.86.46,2023-01-21,2026-03-10,True,8
D000971,Desktop,iOS,Chrome,IP-711.5.13.209,2022-01-14,2025-04-12,True,78
D000972,Mobile,Windows,Safari,IP-697.216.254.41,2022-04-16,2026-07-24,True,44
D000973,Mobile,Windows,Chrome,IP-019.232.1.236,2024-04-30,2025-02-17,True,10
D000974,Tablet,macOS,Edge,IP-880.7.121.139,2025-02-10,2026-06-18,False,39
D000975,Mobile,iOS,Chrome,IP-523.193.228.226,2023-07-15,2026-02-01,True,81
D000976,Tablet,Windows,Chrome,IP-600.239.231.190,2025-07-01,2025-06-24,True,72
D000977,Laptop,Windows,Chrome,IP-427.120.239.104,2024-10-16,2026-06-16,False,27
D000978,Desktop,iOS,Edge,IP-127.40.165.220,2023-06-29,2025-04-01,True,33
D000979,Tablet,Windows,Safari,IP-689.63.53.54,2024-08-17,2025-12-01,True,60
D000980,Desktop,Windows,Chrome,IP-088.236.126.38,2022-06-25,2025-05-18,True,52
D000981,Tablet,Windows,Edge,IP-380.67.198.119,2022-12-13,2025-11-02,False,45
D000982,Mobile,macOS,Firefox,IP-188.196.203.197,2024-04-08,2025-12-21,True,52
D000983,Tablet,Windows,Firefox,IP-480.39.43.159,2023-02-26,2026-06-16,False,17
D000984,Mobile,Linux,Edge,IP-821.54.207.17,2021-11-07,2025-06-16,True,29
D000985,Desktop,Windows,Safari,IP-638.228.64.87,2023-10-16,2026-04-16,True,72
D000986,Mobile,Linux,Safari,IP-478.59.205.158,2023-01-08,2025-01-29,False,46
D000987,Desktop,Android,Edge,IP-145.134.241.95,2023-10-22,2026-05-04,True,34
D000988,Desktop,Windows,Edge,IP-727.25.220.181,2022-08-04,2025-04-05,True,47
D000989,Mobile,macOS,Firefox,IP-390.37.69.76,2024-06-29,2025-11-09,True,66
D000990,Mobile,Linux,Edge,IP-311.7.195.211,2023-04-16,2026-04-08,False,26
D000991,Laptop,Android,Edge,IP-941.8.215.211,2023-01-09,2026-06-09,True,75
D000992,Tablet,iOS,Safari,IP-517.182.128.210,2021-12-29,2025-03-04,True,83
D000993,Laptop,Linux,Edge,IP-392.14.14.16,2023-12-14,2026-07-27,True,79
D000994,Mobile,iOS,Safari,IP-800.145.189.71,2022-01-03,2025-09-12,True,75
D000995,Desktop,macOS,Chrome,IP-375.206.139.51,2022-09-11,2025-12-27,False,49
D000996,Tablet,iOS,Chrome,IP-900.183.118.64,2023-04-03,2025-06-27,False,42
D000997,Laptop,macOS,Firefox,IP-842.234.80.35,2025-08-10,2026-01-15,False,53
D000998,Tablet,iOS,Edge,IP-923.170.23.225,2023-04-25,2026-04-07,False,14
D000999,Mobile,Android,Edge,IP-385.17.64.248,2025-06-26,2025-03-23,True,80
D001000,Desktop,macOS,Chrome,IP-231.188.149.101,2023-03-15,2025-07-03,True,39
D001001,Desktop,iOS,Chrome,IP-145.227.174.43,2022-08-30,2025-11-14,True,4
D001002,Mobile,Android,Firefox,IP-202.73.229.166,2024-06-08,2025-01-01,False,96
D001003,Tablet,iOS,Firefox,IP-892.19.141.20,2022-08-19,2026-01-31,False,97
D001004,Tablet,Windows,Firefox,IP-344.245.80.90,2023-09-13,2026-04-21,True,58
D001005,Tablet,Windows,Safari,IP-349.13.215.187,2023-10-12,2025-07-11,False,37
D001006,Desktop,macOS,Chrome,IP-731.4.20.205,2022-05-20,2026-03-03,True,44
D001007,Desktop,iOS,Firefox,IP-268.126.117.102,2022-11-02,2025-12-31,False,86
D001008,Tablet,macOS,Safari,IP-168.198.220.166,2025-11-22,2025-11-03,True,42
D001009,Laptop,Windows,Safari,IP-218.52.52.196,2022-08-20,2026-04-21,True,36
D001010,Laptop,iOS,Firefox,IP-625.119.158.7,2021-11-14,2025-10-29,True,25
D001011,Tablet,macOS,Edge,IP-944.136.232.11,2022-07-14,2025-04-02,True,30
D001012,Tablet,Linux,Edge,IP-212.77.193.7,2022-06-16,2026-07-05,True,52
D001013,Tablet,macOS,Safari,IP-676.170.134.26,2023-12-07,2025-08-01,False,62
D001014,Tablet,Android,Safari,IP-443.58.161.208,2025-11-08,2025-01-19,False,77
D001015,Mobile,iOS,Edge,IP-708.50.25.157,2021-03-25,2025-09-24,False,44
D001016,Mobile,macOS,Firefox,IP-208.210.60.154,2025-03-13,2026-02-19,True,71
D001017,Tablet,iOS,Chrome,IP-918.49.226.42,2022-09-16,2025-01-11,False,68
D001018,Tablet,macOS,Safari,IP-525.173.42.45,2022-01-22,2026-07-20,True,27
D001019,Desktop,macOS,Firefox,IP-214.58.47.83,2022-11-12,2025-06-15,False,6
D001020,Mobile,macOS,Safari,IP-669.197.2.98,2021-10-31,2026-01-01,True,96
D001021,Laptop,Android,Firefox,IP-665.150.17.230,2024-04-09,2025-11-06,True,98
D001022,Mobile,Windows,Firefox,IP-331.146.54.174,2023-08-05,2025-02-07,True,95
D001023,Mobile,iOS,Chrome,IP-784.172.187.27,2024-09-17,2025-09-05,False,97
D001024,Laptop,Windows,Chrome,IP-487.65.15.69,2024-03-22,2026-03-06,False,37
D001025,Tablet,Windows,Firefox,IP-447.68.147.17,2022-06-03,2026-03-22,True,41
D001026,Laptop,Linux,Firefox,IP-136.55.170.31,2021-08-21,2025-04-21,True,44
D001027,Mobile,Linux,Chrome,IP-592.201.146.216,2024-07-07,2025-11-14,True,62
D001028,Mobile,Windows,Safari,IP-801.242.241.51,2021-08-31,2025-10-31,False,11
D001029,Tablet,iOS,Chrome,IP-070.84.158.14,2022-09-02,2026-05-06,True,92
D001030,Mobile,Windows,Edge,IP-109.132.191.99,2025-12-12,2025-07-01,True,74
D001031,Laptop,iOS,Edge,IP-042.145.177.157,2024-04-01,2025-11-29,False,67
D001032,Tablet,iOS,Safari,IP-809.10.171.61,2023-04-13,2025-02-08,True,7
D001033,Mobile,Android,Safari,IP-811.145.175.30,2023-03-22,2026-05-08,True,74
D001034,Mobile,Windows,Safari,IP-154.10.137.4,2025-10-06,2025-11-29,True,91
D001035,Laptop,Windows,Edge,IP-252.223.210.89,2021-06-18,2025-12-23,True,99
D001036,Laptop,Android,Safari,IP-650.205.224.113,2024-11-06,2025-04-08,True,16
D001037,Desktop,Windows,Safari,IP-515.60.21.39,2021-05-17,2026-01-10,True,86
D001038,Mobile,Android,Safari,IP-386.158.208.52,2022-08-17,2025-12-23,False,23
D001039,Desktop,Linux,Firefox,IP-019.117.132.103,2023-09-09,2025-08-12,True,47
D001040,Laptop,macOS,Safari,IP-384.83.195.29,2021-03-25,2025-07-29,True,26
D001041,Tablet,iOS,Safari,IP-242.28.173.71,2021-11-11,2026-07-14,False,75
D001042,Tablet,Windows,Edge,IP-189.233.151.166,2022-09-15,2025-10-05,True,3
D001043,Tablet,macOS,Firefox,IP-104.14.100.4,2023-10-31,2025-02-03,False,33
D001044,Desktop,iOS,Firefox,IP-479.106.241.79,2025-03-03,2026-07-02,True,83
D001045,Mobile,iOS,Firefox,IP-719.194.192.36,2022-01-21,2025-03-19,False,29
D001046,Mobile,Android,Edge,IP-698.62.117.130,2025-08-22,2025-10-28,True,76
D001047,Mobile,iOS,Safari,IP-928.162.145.24,2021-10-13,2025-10-03,False,61
D001048,Mobile,Linux,Chrome,IP-317.71.90.208,2024-09-22,2025-05-24,False,94
D001049,Laptop,Windows,Edge,IP-294.106.49.183,2021-01-14,2026-03-17,False,86
D001050,Mobile,macOS,Edge,IP-781.234.160.71,2025-06-08,2026-02-21,True,34
D001051,Laptop,iOS,Firefox,IP-756.173.227.111,2021-05-20,2026-01-12,False,25
D001052,Laptop,iOS,Chrome,IP-329.181.10.238,2022-11-21,2025-05-22,True,96
D001053,Tablet,Windows,Edge,IP-973.12.157.145,2021-06-18,2025-02-04,True,94
D001054,Mobile,macOS,Edge,IP-726.95.74.227,2025-12-01,2025-03-22,True,79
D001055,Tablet,Windows,Chrome,IP-063.6.2.41,2024-05-14,2025-10-27,True,31
D001056,Mobile,macOS,Safari,IP-409.205.181.15,2024-08-08,2026-05-06,True,71
D001057,Tablet,Windows,Firefox,IP-424.222.75.244,2021-01-23,2025-01-08,True,10
D001058,Tablet,Android,Safari,IP-543.154.164.3,2022-02-18,2026-03-30,False,31
D001059,Laptop,Windows,Chrome,IP-448.97.175.76,2024-10-17,2026-05-10,True,33
D001060,Mobile,Android,Firefox,IP-636.152.243.175,2022-01-09,2026-06-11,False,98
D001061,Mobile,Linux,Chrome,IP-583.48.164.145,2024-10-19,2025-02-28,False,47
D001062,Laptop,macOS,Safari,IP-711.235.145.90,2022-07-03,2025-02-26,False,90
D001063,Desktop,iOS,Edge,IP-301.198.23.235,2022-01-23,2025-01-23,True,3
D001064,Laptop,macOS,Chrome,IP-089.15.210.224,2023-09-09,2025-11-29,True,56
D001065,Desktop,Windows,Firefox,IP-751.225.126.87,2024-01-17,2025-02-19,True,28
D001066,Laptop,Android,Chrome,IP-048.242.103.60,2025-02-17,2025-09-26,True,89
D001067,Tablet,Windows,Chrome,IP-215.152.150.116,2023-07-27,2026-07-30,True,56
D001068,Laptop,Linux,Edge,IP-454.128.132.197,2023-06-22,2025-03-20,False,49
D001069,Mobile,Android,Firefox,IP-948.219.56.171,2025-07-29,2026-05-02,True,40
D001070,Laptop,macOS,Firefox,IP-894.44.179.33,2021-07-31,2025-09-20,True,35
D001071,Tablet,Linux,Edge,IP-194.121.219.38,2021-06-21,2026-01-12,False,4
D001072,Desktop,Windows,Firefox,IP-536.115.168.84,2021-10-27,2025-08-07,True,43
D001073,Mobile,Android,Firefox,IP-741.11.151.11,2021-09-15,2026-06-20,True,46
D001074,Laptop,Windows,Edge,IP-413.26.14.116,2023-11-13,2025-12-09,True,7
D001075,Desktop,Windows,Chrome,IP-012.23.235.8,2022-05-06,2025-09-06,False,21
D001076,Desktop,iOS,Safari,IP-150.29.210.143,2021-02-20,2026-03-25,False,1
D001077,Mobile,Linux,Chrome,IP-305.169.155.90,2025-05-14,2026-06-22,False,51
D001078,Mobile,iOS,Safari,IP-239.7.154.21,2021-06-24,2026-01-10,True,3
D001079,Desktop,Linux,Chrome,IP-497.202.246.2,2022-01-05,2026-04-04,True,45
D001080,Desktop,Android,Edge,IP-806.117.184.49,2025-01-01,2026-04-14,True,93
D001081,Desktop,Linux,Safari,IP-250.68.137.206,2024-03-17,2025-01-12,True,50
D001082,Desktop,Windows,Firefox,IP-951.7.197.69,2024-01-16,2025-01-27,True,36
D001083,Mobile,Windows,Edge,IP-389.15.242.95,2023-05-19,2026-01-09,True,79
D001084,Mobile,Windows,Firefox,IP-019.223.254.127,2022-05-02,2025-12-09,False,50
D001085,Desktop,Android,Chrome,IP-032.123.34.165,2024-06-07,2025-05-05,True,58
D001086,Desktop,Linux,Firefox,IP-969.214.49.168,2023-11-06,2026-03-10,True,65
D001087,Laptop,Android,Edge,IP-173.100.144.184,2024-09-05,2025-06-10,True,72
D001088,Laptop,Android,Edge,IP-704.233.61.78,2025-03-14,2026-04-10,True,56
D001089,Laptop,Windows,Edge,IP-816.124.189.103,2024-01-19,2025-01-30,False,27
D001090,Mobile,iOS,Firefox,IP-312.137.140.135,2022-09-24,2026-01-07,True,80
D001091,Mobile,Android,Edge,IP-487.196.57.116,2022-10-06,2026-03-08,True,77
D001092,Laptop,Windows,Chrome,IP-595.10.208.134,2022-07-22,2026-06-01,False,20
D001093,Laptop,Windows,Edge,IP-056.29.208.8,2021-03-03,2025-03-07,True,62
D001094,Mobile,Linux,Safari,IP-939.31.22.40,2021-11-21,2025-05-02,True,71
D001095,Desktop,iOS,Edge,IP-325.121.101.38,2022-01-02,2026-03-12,True,59
D001096,Tablet,iOS,Safari,IP-906.104.79.29,2021-03-01,2025-07-14,False,81
D001097,Tablet,Linux,Chrome,IP-164.80.216.155,2023-03-23,2026-02-20,True,31
D001098,Desktop,iOS,Chrome,IP-256.63.163.19,2021-02-23,2025-12-13,True,28
D001099,Tablet,Windows,Safari,IP-905.177.167.64,2021-08-04,2026-06-18,True,77
D001100,Laptop,Windows,Safari,IP-940.162.12.1,2021-05-06,2026-01-18,False,76
D001101,Laptop,macOS,Safari,IP-305.141.108.219,2024-07-04,2025-06-03,False,83
D001102,Tablet,Linux,Firefox,IP-757.107.210.32,2023-11-24,2026-05-04,True,99
D001103,Laptop,Android,Chrome,IP-762.123.68.79,2021-07-21,2025-06-28,True,68
D001104,Mobile,Windows,Chrome,IP-143.87.157.242,2021-03-29,2025-03-29,False,13
D001105,Desktop,iOS,Chrome,IP-585.197.134.168,2023-06-06,2025-10-05,True,51
D001106,Mobile,macOS,Safari,IP-273.3.201.5,2023-03-27,2025-08-17,False,54
D001107,Laptop,Android,Edge,IP-051.49.242.144,2022-05-02,2025-08-21,False,66
D001108,Mobile,Linux,Firefox,IP-356.6.203.138,2023-10-08,2026-03-21,True,62
D001109,Laptop,Linux,Chrome,IP-947.123.178.4,2024-02-16,2025-10-18,True,4
D001110,Mobile,Windows,Edge,IP-019.77.33.100,2022-04-28,2026-07-16,True,28
D001111,Desktop,iOS,Edge,IP-767.15.216.120,2025-06-10,2026-04-15,True,28
D001112,Tablet,Android,Safari,IP-532.178.211.51,2025-05-26,2025-01-02,True,87
D001113,Mobile,Android,Firefox,IP-785.68.168.230,2022-12-27,2025-01-15,True,99
D001114,Mobile,Linux,Chrome,IP-537.119.118.214,2021-09-25,2025-01-13,True,95
D001115,Tablet,Windows,Safari,IP-776.239.71.76,2021-06-11,2025-11-22,True,13
D001116,Mobile,macOS,Edge,IP-339.90.18.195,2021-11-11,2025-06-15,False,95
D001117,Laptop,Windows,Safari,IP-143.216.208.103,2023-07-15,2025-08-03,True,44
D001118,Tablet,macOS,Safari,IP-280.130.153.221,2021-10-14,2026-06-16,True,99
D001119,Laptop,Windows,Firefox,IP-981.101.137.240,2023-08-29,2025-08-20,True,66
D001120,Laptop,Windows,Edge,IP-022.119.177.51,2023-05-31,2025-01-21,True,7
D001121,Desktop,iOS,Firefox,IP-323.207.63.154,2025-10-30,2025-04-14,True,79
D001122,Tablet,Linux,Safari,IP-686.95.111.213,2025-07-01,2025-05-05,True,4
D001123,Tablet,macOS,Safari,IP-820.234.156.213,2023-08-27,2025-10-26,True,50
D001124,Desktop,macOS,Chrome,IP-222.106.146.58,2023-02-28,2025-10-17,True,70
D001125,Laptop,Linux,Edge,IP-260.153.78.40,2024-02-26,2026-02-08,True,16
D001126,Mobile,Windows,Edge,IP-096.224.161.243,2023-07-26,2025-07-30,True,27
D001127,Desktop,Windows,Safari,IP-948.113.234.31,2021-08-15,2025-01-27,True,47
D001128,Mobile,Android,Firefox,IP-610.155.7.240,2025-03-24,2025-09-24,False,53
D001129,Desktop,iOS,Edge,IP-721.181.250.128,2023-10-28,2025-03-15,False,77
D001130,Desktop,Windows,Firefox,IP-738.146.120.191,2024-07-08,2025-11-08,True,11
D001131,Laptop,Windows,Firefox,IP-461.214.33.249,2023-02-21,2025-04-25,True,98
D001132,Mobile,Linux,Chrome,IP-765.66.85.137,2024-03-05,2025-02-08,True,20
D001133,Mobile,macOS,Edge,IP-765.94.120.223,2024-07-15,2025-05-09,True,48
D001134,Mobile,iOS,Chrome,IP-607.184.242.247,2021-04-05,2025-02-12,True,89
D001135,Mobile,Android,Safari,IP-696.59.229.228,2021-10-16,2025-04-16,True,43
D001136,Tablet,Android,Firefox,IP-558.48.247.249,2022-09-14,2026-02-21,False,3
D001137,Laptop,iOS,Safari,IP-296.110.148.81,2021-03-25,2025-09-03,True,69
D001138,Laptop,iOS,Firefox,IP-078.111.205.87,2021-10-21,2025-10-05,True,91
D001139,Tablet,Android,Firefox,IP-921.72.116.166,2021-01-16,2026-02-27,True,11
D001140,Desktop,Linux,Safari,IP-051.112.231.5,2023-02-22,2026-05-21,True,56
D001141,Desktop,Windows,Chrome,IP-636.225.152.148,2024-05-21,2025-10-07,False,21
D001142,Mobile,macOS,Firefox,IP-082.14.97.252,2022-05-20,2025-04-01,True,13
D001143,Desktop,Linux,Firefox,IP-124.144.46.210,2023-09-23,2025-07-12,False,87
D001144,Mobile,Windows,Safari,IP-269.100.120.91,2024-11-20,2025-06-30,False,6
D001145,Mobile,iOS,Chrome,IP-433.100.250.215,2025-06-08,2025-01-13,False,12
D001146,Mobile,iOS,Chrome,IP-918.102.106.6,2025-05-27,2026-02-14,False,17
D001147,Laptop,iOS,Chrome,IP-663.123.204.68,2023-04-06,2025-08-07,False,87
D001148,Tablet,Android,Safari,IP-860.97.102.78,2024-09-06,2025-09-25,True,89
D001149,Tablet,Android,Safari,IP-095.57.52.40,2022-04-20,2025-05-02,False,71
D001150,Mobile,iOS,Edge,IP-985.184.22.187,2023-11-27,2026-03-03,False,58
D001151,Desktop,iOS,Safari,IP-445.181.12.105,2023-04-29,2026-07-13,True,48
D001152,Tablet,Android,Chrome,IP-482.49.189.5,2023-11-24,2025-05-08,False,65
D001153,Tablet,Linux,Chrome,IP-409.251.123.15,2025-12-26,2026-02-15,True,35
D001154,Laptop,Linux,Edge,IP-203.47.51.138,2023-09-16,2026-02-16,True,78
D001155,Desktop,iOS,Edge,IP-499.202.86.57,2022-09-09,2026-06-07,False,7
D001156,Laptop,macOS,Safari,IP-049.134.104.4,2021-07-22,2025-06-19,True,49
D001157,Desktop,iOS,Firefox,IP-834.236.73.18,2025-02-02,2026-07-22,False,32
D001158,Tablet,iOS,Edge,IP-436.11.231.50,2022-07-21,2025-08-03,True,15
D001159,Tablet,Android,Safari,IP-114.116.12.108,2025-03-31,2025-01-03,True,80
D001160,Desktop,Linux,Chrome,IP-125.42.44.90,2024-12-26,2025-09-11,True,47
D001161,Tablet,iOS,Chrome,IP-758.196.67.138,2025-07-08,2025-03-08,True,5
D001162,Desktop,Windows,Safari,IP-531.252.173.1,2023-08-18,2025-06-04,True,47
D001163,Mobile,iOS,Edge,IP-759.213.168.219,2022-10-11,2026-06-22,True,6
D001164,Mobile,macOS,Safari,IP-985.146.17.181,2021-04-07,2025-11-23,False,73
D001165,Mobile,Linux,Safari,IP-797.92.231.151,2023-02-04,2026-02-13,True,13
D001166,Tablet,Windows,Firefox,IP-064.211.156.188,2024-07-04,2025-11-21,True,32
D001167,Mobile,Linux,Firefox,IP-506.32.121.216,2025-02-14,2026-03-08,False,40
D001168,Mobile,Linux,Edge,IP-215.157.192.34,2021-12-31,2026-01-07,True,75
D001169,Mobile,Windows,Chrome,IP-164.39.170.5,2025-09-06,2025-02-11,True,55
D001170,Laptop,macOS,Firefox,IP-464.161.183.153,2025-01-05,2025-12-13,False,32
D001171,Laptop,Windows,Safari,IP-703.236.205.70,2021-02-22,2025-11-19,False,92
D001172,Mobile,iOS,Chrome,IP-076.94.22.117,2025-06-21,2025-08-08,True,62
D001173,Mobile,Linux,Edge,IP-676.48.82.24,2024-06-20,2025-07-12,True,94
D001174,Laptop,Linux,Edge,IP-572.222.89.16,2024-02-26,2025-03-03,False,72
D001175,Mobile,Windows,Edge,IP-776.172.172.181,2021-05-13,2026-02-03,True,69
D001176,Tablet,Android,Safari,IP-030.132.82.199,2024-12-26,2025-05-11,True,80
D001177,Mobile,Linux,Chrome,IP-795.254.157.179,2025-03-02,2025-01-31,True,64
D001178,Mobile,Windows,Safari,IP-286.184.32.120,2023-12-07,2026-07-09,True,43
D001179,Desktop,Android,Firefox,IP-679.85.238.127,2022-06-18,2025-10-23,True,20
D001180,Desktop,Windows,Firefox,IP-752.193.13.84,2023-09-01,2025-01-21,False,92
D001181,Desktop,Android,Firefox,IP-010.103.186.21,2022-03-24,2025-08-18,True,63
D001182,Tablet,macOS,Safari,IP-355.143.20.35,2025-10-10,2026-07-14,False,87
D001183,Mobile,Android,Firefox,IP-906.189.46.55,2022-11-13,2025-03-27,True,92
D001184,Desktop,iOS,Chrome,IP-661.241.197.137,2023-03-13,2025-07-13,True,75
D001185,Desktop,Android,Edge,IP-214.218.133.183,2022-07-05,2026-02-13,False,59
D001186,Desktop,iOS,Edge,IP-575.208.46.38,2021-01-12,2025-11-17,False,98
D001187,Tablet,iOS,Chrome,IP-229.78.12.220,2023-11-20,2026-05-26,True,94
D001188,Mobile,Windows,Edge,IP-229.91.237.243,2025-11-10,2026-07-06,True,46
D001189,Tablet,macOS,Safari,IP-705.222.33.34,2025-07-22,2025-06-10,True,94
D001190,Desktop,iOS,Edge,IP-876.27.62.112,2023-05-05,2026-02-12,True,47
D001191,Mobile,Windows,Edge,IP-202.123.243.94,2021-02-20,2026-03-31,False,66
D001192,Tablet,Windows,Safari,IP-908.76.213.192,2021-11-16,2025-07-09,True,13
D001193,Mobile,Windows,Firefox,IP-963.123.130.179,2024-10-16,2026-05-26,False,4
D001194,Mobile,Linux,Firefox,IP-388.123.122.1,2023-08-25,2026-03-24,True,21
D001195,Mobile,Windows,Edge,IP-192.157.251.6,2022-09-05,2026-01-03,True,48
D001196,Desktop,Linux,Safari,IP-744.157.19.81,2023-08-02,2025-07-09,False,41
D001197,Laptop,iOS,Firefox,IP-278.139.192.59,2021-07-04,2025-05-06,False,81
D001198,Mobile,Android,Edge,IP-802.3.53.226,2023-10-08,2026-05-20,True,16
D001199,Desktop,iOS,Edge,IP-741.116.141.23,2021-03-21,2025-11-18,True,88
D001200,Laptop,iOS,Edge,IP-824.100.78.218,2021-05-02,2025-11-12,False,14
D001201,Desktop,macOS,Safari,IP-984.238.243.249,2022-03-03,2026-06-19,False,26
D001202,Desktop,Windows,Edge,IP-136.49.87.4,2021-01-21,2025-06-29,True,31
D001203,Mobile,iOS,Edge,IP-605.146.67.7,2025-06-07,2025-10-14,True,99
D001204,Mobile,Linux,Edge,IP-259.232.44.1,2023-05-26,2025-06-05,True,27
D001205,Mobile,iOS,Safari,IP-701.174.237.50,2025-07-03,2026-07-03,True,75
D001206,Laptop,Linux,Firefox,IP-212.85.165.157,2022-02-04,2025-12-22,False,74
D001207,Laptop,Android,Safari,IP-365.70.208.127,2023-12-03,2026-05-28,True,82
D001208,Laptop,Android,Firefox,IP-462.28.179.165,2024-03-31,2025-06-22,False,22
D001209,Laptop,iOS,Chrome,IP-855.195.61.153,2021-04-13,2025-03-18,False,93
D001210,Mobile,Windows,Chrome,IP-719.65.183.239,2024-02-12,2025-11-04,True,36
D001211,Mobile,Linux,Edge,IP-345.57.253.218,2025-04-11,2025-05-30,True,31
D001212,Mobile,iOS,Firefox,IP-561.172.66.245,2024-08-01,2025-06-04,True,66
D001213,Desktop,Android,Safari,IP-974.24.178.176,2023-05-10,2025-09-29,False,43
D001214,Tablet,Linux,Chrome,IP-720.115.183.74,2021-05-24,2025-06-07,True,86
D001215,Tablet,Windows,Safari,IP-437.250.140.148,2021-08-03,2026-03-29,True,5
D001216,Desktop,Android,Edge,IP-425.89.126.195,2025-11-23,2025-04-28,False,41
D001217,Desktop,Windows,Chrome,IP-860.81.245.245,2024-02-13,2026-04-03,True,14
D001218,Mobile,Windows,Firefox,IP-882.61.7.85,2025-10-31,2025-07-29,False,80
D001219,Mobile,macOS,Edge,IP-355.200.22.229,2025-12-24,2025-10-04,True,78
D001220,Mobile,macOS,Safari,IP-109.186.126.221,2024-01-23,2025-11-21,True,89
D001221,Mobile,iOS,Chrome,IP-567.84.193.2,2022-03-28,2025-03-16,True,41
D001222,Laptop,macOS,Chrome,IP-476.210.28.250,2025-08-14,2026-01-25,True,78
D001223,Desktop,iOS,Chrome,IP-630.4.235.107,2021-01-27,2026-06-22,False,66
D001224,Desktop,iOS,Firefox,IP-583.104.9.193,2022-03-24,2025-06-05,True,7
D001225,Mobile,macOS,Edge,IP-079.34.216.98,2021-05-05,2025-06-18,True,72
D001226,Tablet,Android,Firefox,IP-413.218.147.223,2024-07-15,2025-02-06,True,11
D001227,Tablet,Android,Edge,IP-027.154.193.32,2021-05-31,2025-06-03,True,74
D001228,Desktop,macOS,Chrome,IP-091.61.27.235,2025-06-23,2025-09-16,True,84
D001229,Laptop,iOS,Firefox,IP-081.210.37.42,2023-03-22,2025-07-25,True,83
D001230,Laptop,macOS,Firefox,IP-800.30.189.165,2022-07-17,2025-04-10,True,63
D001231,Desktop,macOS,Edge,IP-730.192.232.214,2025-10-13,2026-07-11,False,22
D001232,Laptop,macOS,Firefox,IP-588.200.13.139,2021-10-25,2026-05-17,True,16
D001233,Mobile,Windows,Edge,IP-056.194.31.118,2023-10-28,2026-02-19,True,27
D001234,Desktop,Windows,Edge,IP-540.54.25.210,2023-08-09,2025-11-16,True,56
D001235,Mobile,macOS,Safari,IP-115.126.188.30,2025-07-15,2025-02-12,False,74
D001236,Tablet,Windows,Firefox,IP-876.173.224.200,2022-11-02,2025-09-16,True,58
D001237,Desktop,Android,Firefox,IP-118.162.127.66,2022-12-04,2025-11-07,True,23
D001238,Tablet,Windows,Firefox,IP-586.151.156.81,2021-12-22,2025-02-08,True,50
D001239,Desktop,iOS,Firefox,IP-980.201.127.253,2021-04-15,2025-09-17,False,97
D001240,Desktop,macOS,Firefox,IP-501.56.165.85,2024-04-25,2026-01-26,True,48
D001241,Mobile,iOS,Firefox,IP-894.169.14.130,2023-11-28,2026-01-14,True,38
