AccountID,CustomerID,BankID,AccountType,Balance,AccountStatus,OpeningDate,BranchID,AverageMonthlyBalance,TransactionLimit,InternationalEnabled
AC0000859,C000859,5,Credit,16647.82,Dormant,2018-11-22,B08004,30235.1,100000,True
AC0000860,C000860,7,Checking,19240.69,Active,2023-08-10,B06007,38770.85,100000,True
AC0000861,C000861,6,Credit,22281.37,Active,2018-07-03,B02004,7400.24,250000,True
AC0000862,C000862,1,Credit,91409.47,Active,2025-07-14,B04004,3871.91,250000,False
AC0000863,C000863,6,Business,6228.91,Active,2019-02-10,B01009,21238.16,250000,False
AC0000864,C000864,5,Checking,4332.22,Dormant,2024-05-02,B09008,5160.61,100000,False
AC0000865,C000865,8,Credit,8162.17,Active,2024-08-19,B10007,12046.54,25000,True
AC0000866,C000866,9,Business,19866.33,Active,2025-04-19,B07009,3524.76,25000,True
AC0000867,C000867,10,Credit,31475.95,Active,2015-11-06,B07004,21961.41,25000,True
AC0000868,C000868,7,Checking,10875.45,Active,2019-11-03,B02007,7418.64,25000,False
AC0000869,C000869,4,Credit,27565.02,Active,2024-12-03,B07005,3551.22,250000,True
AC0000870,C000870,5,Savings,1899.07,Active,2018-03-02,B06003,19698.31,100000,True
AC0000871,C000871,2,Savings,2212.26,Active,2017-01-11,B01008,9830.56,100000,True
AC0000872,C000872,10,Credit,19485.49,Active,2021-03-17,B01004,3563.14,250000,True
AC0000873,C000873,9,Credit,13732.88,Active,2025-12-04,B10002,12369.5,250000,False
AC0000874,C000874,9,Business,29218.86,Active,2023-08-21,B07003,1756.08,100000,True
AC0000875,C000875,4,Checking,13030.48,Active,2025-05-04,B02010,5120.28,250000,True
AC0000876,C000876,4,Checking,26632.06,Active,2019-07-17,B01004,7615.46,25000,True
AC0000877,C000877,9,Current,44686.59,Active,2024-06-27,B07008,9271.74,100000,True
AC0000878,C000878,6,Checking,24102.34,Active,2025-03-17,B03005,4773.25,25000,True
AC0000879,C000879,8,Business,10158.14,Active,2022-10-22,B06003,13386.17,50000,True
AC0000880,C000880,5,Business,26597.74,Active,2025-06-19,B07001,10421.55,25000,False
AC0000881,C000881,5,Current,22681.75,Dormant,2021-02-20,B02007,17279.3,100000,False
AC0000882,C000882,7,Current,2018.9,Active,2022-12-01,B05005,12260.17,100000,False
AC0000883,C000883,9,Current,9425.62,Active,2015-07-01,B02001,2853.25,100000,False
AC0000884,C000884,4,Current,23910.25,Active,2024-06-15,B04007,19841.66,250000,True
AC0000885,C000885,9,Checking,2442.56,Active,2021-12-30,B02001,16551.94,25000,False
AC0000886,C000886,3,Savings,1929.12,Active,2021-04-20,B10006,15049.48,50000,True
AC0000887,C000887,5,Checking,8978.21,Closed,2024-08-17,B09001,7017.63,250000,True
AC0000888,C000888,10,Business,15967.95,Active,2024-05-19,B03005,12255.55,250000,False
AC0000889,C000889,10,Current,66361.25,Dormant,2025-12-20,B02001,15799.15,25000,True
AC0000890,C000890,10,Credit,28494.32,Active,2022-06-26,B05003,3989.28,50000,True
AC0000891,C000891,4,Business,29527.85,Active,2020-10-13,B02008,10676.09,25000,False
AC0000892,C000892,9,Credit,14447.56,Active,2016-05-04,B03002,8099.02,50000,False
AC0000893,C000893,10,Savings,8298.9,Active,2018-04-11,B07001,16100.37,25000,True
AC0000894,C000894,10,Credit,50282.72,Active,2020-07-10,B01008,13781.69,100000,False
AC0000895,C000895,1,Savings,9391.07,Active,2021-10-26,B06008,3063.33,100000,True
AC0000896,C000896,8,Savings,10713.69,Active,2017-10-14,B06001,4483.68,250000,True
AC0000897,C000897,10,Checking,25258.27,Dormant,2021-10-13,B02005,15145.59,25000,True
AC0000898,C000898,8,Credit,4663.42,Active,2015-01-23,B10001,13891.57,50000,True
AC0000899,C000899,3,Checking,4176.74,Active,2020-09-03,B05001,4488.96,25000,False
AC0000900,C000900,8,Checking,12518.88,Active,2025-10-26,B01004,3132.25,250000,True
AC0000901,C000901,2,Checking,9313.8,Active,2022-05-08,B09001,7713.53,250000,True
AC0000902,C000902,5,Savings,16978.81,Active,2015-07-12,B02007,5873.6,250000,False
AC0000903,C000903,7,Savings,5937.53,Active,2015-07-27,B02007,11856.2,50000,True
AC0000904,C000904,5,Checking,6594.0,Active,2022-09-29,B05001,6197.08,250000,False
AC0000905,C000905,7,Checking,2331.01,Active,2025-09-05,B09010,2547.0,25000,True
AC0000906,C000906,3,Business,12503.94,Active,2021-08-30,B04003,4295.61,100000,True
AC0000907,C000907,7,Credit,43937.5,Active,2023-12-04,B05001,19834.41,250000,True
AC0000908,C000908,7,Business,6400.57,Active,2024-12-03,B06007,10313.72,25000,True
AC0000909,C000909,7,Checking,46385.98,Active,2021-01-05,B09006,6871.29,250000,False
AC0000910,C000910,3,Current,4400.9,Active,2016-07-05,B08004,9676.35,50000,False
AC0000911,C000911,4,Business,17316.98,Active,2025-09-07,B07003,20551.62,100000,False
AC0000912,C000912,3,Current,12301.78,Active,2019-12-02,B07003,8946.56,25000,True
AC0000913,C000913,5,Credit,10399.56,Active,2022-06-14,B03010,4010.85,100000,True
AC0000914,C000914,6,Credit,6450.37,Active,2023-03-22,B03008,18234.67,100000,False
AC0000915,C000915,4,Checking,45863.7,Active,2025-07-14,B02001,8779.95,25000,True
AC0000916,C000916,5,Checking,5896.27,Dormant,2018-01-06,B03008,9276.93,25000,True
AC0000917,C000917,3,Current,2658.17,Active,2023-01-11,B05004,3175.1,250000,False
AC0000918,C000918,3,Checking,8593.28,Active,2020-04-22,B10006,4166.62,100000,False
AC0000919,C000919,7,Credit,6284.27,Dormant,2019-08-10,B10005,11031.51,50000,False
AC0000920,C000920,9,Checking,14920.01,Active,2017-03-14,B09002,9311.28,50000,True
AC0000921,C000921,3,Savings,38852.55,Active,2019-10-07,B10008,26485.47,25000,False
AC0000922,C000922,9,Checking,9409.13,Active,2022-01-08,B06004,7180.52,250000,True
AC0000923,C000923,6,Savings,6419.93,Dormant,2017-11-10,B03001,3370.95,25000,True
AC0000924,C000924,2,Credit,4258.03,Active,2019-04-23,B09005,5872.07,50000,True
AC0000925,C000925,4,Credit,2554.42,Dormant,2015-02-22,B05010,6548.19,100000,False
AC0000926,C000926,1,Business,21663.08,Active,2018-01-12,B09009,5012.98,25000,False
AC0000927,C000927,1,Current,12824.76,Active,2021-08-12,B01005,15324.14,50000,False
AC0000928,C000928,4,Savings,20295.32,Active,2023-02-01,B10009,12054.46,250000,True
AC0000929,C000929,5,Credit,29804.99,Active,2024-01-14,B10001,22419.75,25000,True
AC0000930,C000930,8,Savings,46250.08,Active,2016-07-06,B04010,5140.1,250000,False
AC0000931,C000931,2,Business,69343.03,Active,2020-01-15,B02005,2910.18,250000,True
AC0000932,C000932,9,Current,1555.38,Closed,2020-02-10,B01003,13805.7,250000,True
AC0000933,C000933,3,Business,29959.2,Dormant,2015-01-06,B03007,5254.6,100000,False
AC0000934,C000934,2,Savings,3567.02,Active,2022-07-13,B10003,11436.87,100000,False
AC0000935,C000935,7,Business,12516.59,Active,2017-08-29,B04005,2634.82,25000,True
AC0000936,C000936,8,Current,2181.77,Active,2016-08-16,B05007,15750.63,25000,False
AC0000937,C000937,7,Credit,18739.91,Active,2023-05-16,B01006,20063.68,25000,True
AC0000938,C000938,2,Current,3954.82,Active,2015-05-05,B04005,1729.1,100000,True
AC0000939,C000939,2,Savings,7353.63,Active,2016-01-10,B10009,5303.61,25000,True
AC0000940,C000940,4,Credit,10023.66,Active,2016-09-16,B04008,35054.74,100000,False
AC0000941,C000941,5,Business,2074.51,Active,2019-11-21,B10007,15546.0,50000,True
AC0000942,C000942,10,Current,8604.32,Active,2021-04-26,B02009,33046.72,50000,False
AC0000943,C000943,3,Business,4512.92,Active,2020-07-15,B08010,28644.0,250000,True
AC0000944,C000944,2,Credit,19067.95,Active,2021-03-02,B02006,8488.85,250000,True
AC0000945,C000945,10,Credit,4449.66,Active,2018-01-26,B03004,1963.89,25000,True
AC0000946,C000946,2,Current,10221.87,Active,2020-08-13,B06009,5376.08,100000,True
AC0000947,C000947,1,Checking,12606.33,Active,2023-04-29,B10006,23288.27,250000,True
AC0000948,C000948,5,Savings,9411.56,Active,2020-09-04,B02002,15344.44,50000,False
AC0000949,C000949,5,Checking,2207.88,Active,2015-04-02,B04010,32664.0,100000,True
AC0000950,C000950,7,Business,18524.99,Active,2023-02-01,B01006,4820.94,100000,True
AC0000951,C000951,9,Current,6132.15,Active,2024-04-26,B08006,16684.48,250000,True
AC0000952,C000952,10,Current,3587.56,Active,2015-02-02,B10005,15051.73,25000,True
AC0000953,C000953,3,Savings,25668.18,Active,2020-07-29,B04009,13487.08,50000,True
AC0000954,C000954,10,Checking,1048.41,Active,2017-07-14,B02009,17392.92,250000,False
AC0000955,C000955,7,Savings,31450.13,Active,2023-11-19,B09001,13241.45,25000,False
AC0000956,C000956,1,Checking,7065.46,Active,2017-08-23,B03010,2291.92,25000,True
AC0000957,C000957,10,Business,8123.99,Active,2023-05-29,B04001,2552.91,100000,False
AC0000958,C000958,2,Business,3102.67,Active,2022-12-20,B07004,3255.98,25000,False
AC0000959,C000959,6,Credit,28078.26,Dormant,2021-08-21,B02009,9075.21,100000,True
AC0000960,C000960,8,Business,23409.14,Active,2023-05-10,B01008,17866.77,25000,True
AC0000961,C000961,3,Credit,4579.4,Active,2018-11-06,B05007,14832.14,250000,True
AC0000962,C000962,3,Current,11867.49,Active,2018-01-05,B03007,7420.12,250000,True
AC0000963,C000963,5,Savings,10302.35,Active,2018-09-08,B04009,18963.87,50000,True
AC0000964,C000964,9,Credit,14510.81,Active,2022-09-27,B04009,3601.45,50000,True
AC0000965,C000965,3,Savings,9213.82,Active,2015-09-20,B01007,6090.89,100000,True
AC0000966,C000966,7,Savings,12071.43,Active,2022-04-18,B09004,8631.56,50000,True
AC0000967,C000967,5,Savings,18118.43,Active,2024-10-24,B08010,5893.25,100000,True
AC0000968,C000968,2,Credit,5969.52,Active,2023-01-31,B09005,13920.66,250000,False
AC0000969,C000969,8,Current,2160.94,Active,2017-07-31,B09005,18996.07,250000,True
AC0000970,C000970,9,Business,8290.48,Active,2022-05-30,B05003,13343.7,25000,True
AC0000971,C000971,6,Savings,22271.83,Active,2016-05-23,B08010,713.29,25000,True
AC0000972,C000972,2,Business,1194.26,Active,2025-07-04,B03007,10294.83,250000,True
AC0000973,C000973,2,Credit,20714.33,Active,2025-04-02,B04001,14988.5,100000,True
AC0000974,C000974,5,Business,6344.54,Active,2023-01-02,B07005,2387.44,250000,False
AC0000975,C000975,6,Savings,28574.31,Active,2017-12-30,B02002,7016.55,100000,False
AC0000976,C000976,6,Current,4934.47,Active,2024-08-15,B08001,16194.56,50000,True
AC0000977,C000977,3,Credit,17093.04,Active,2018-08-22,B04010,4135.5,25000,True
AC0000978,C000978,6,Credit,1626.41,Active,2015-08-29,B02004,4899.97,25000,False
AC0000979,C000979,3,Business,49141.18,Dormant,2023-10-20,B10006,12998.59,250000,True
AC0000980,C000980,7,Current,40897.68,Active,2025-10-23,B06002,5964.9,25000,True
AC0000981,C000981,8,Savings,2915.98,Active,2015-10-26,B04001,26305.53,100000,False
AC0000982,C000982,7,Savings,31618.72,Active,2019-08-28,B08010,4437.73,25000,False
AC0000983,C000983,1,Credit,15630.61,Active,2022-02-21,B06009,8624.52,250000,True
AC0000984,C000984,10,Savings,10827.62,Active,2018-05-18,B06010,11105.49,50000,True
AC0000985,C000985,1,Checking,16602.67,Active,2022-08-27,B01006,12229.01,100000,False
AC0000986,C000986,10,Savings,14671.36,Active,2017-09-12,B03005,6948.01,100000,True
AC0000987,C000987,1,Checking,85047.67,Active,2023-08-17,B08003,6104.76,250000,True
AC0000988,C000988,6,Credit,10221.04,Active,2017-05-07,B07010,3200.73,50000,True
AC0000989,C000989,2,Checking,6857.94,Closed,2020-12-11,B03010,3315.18,25000,False
AC0000990,C000990,1,Current,7644.6,Active,2020-01-17,B04008,22184.42,50000,False
AC0000991,C000991,7,Savings,11075.83,Active,2017-02-19,B05010,12506.48,50000,True
AC0000992,C000992,8,Credit,21439.15,Active,2019-12-21,B08010,9624.1,250000,True
AC0000993,C000993,2,Business,2103.13,Active,2023-06-10,B09003,2267.8,250000,True
AC0000994,C000994,10,Credit,20454.24,Active,2016-05-24,B08001,19194.79,100000,True
AC0000995,C000995,4,Business,18034.9,Active,2020-11-22,B02009,11965.42,25000,False
AC0000996,C000996,4,Business,18482.29,Active,2017-07-28,B05004,6298.06,100000,True
AC0000997,C000997,3,Current,9149.65,Active,2025-03-26,B05004,28789.33,100000,True
AC0000998,C000998,5,Savings,7858.5,Active,2019-12-11,B03007,13971.7,25000,False
AC0000999,C000999,2,Business,33961.46,Active,2022-08-11,B05002,8814.87,50000,True
AC0001000,C001000,5,Checking,5105.57,Active,2024-05-20,B07004,3182.05,25000,False
AC0001001,C001001,3,Checking,41873.29,Active,2023-08-06,B08003,19723.09,25000,False
AC0001002,C001002,1,Current,11250.23,Active,2022-04-03,B02006,2828.96,250000,True
AC0001003,C001003,4,Business,13460.06,Active,2020-03-16,B01003,2591.08,25000,False
AC0001004,C001004,7,Current,6541.06,Active,2025-12-07,B04005,6809.52,100000,False
AC0001005,C001005,8,Checking,17649.23,Active,2025-03-17,B10006,8351.93,250000,True
AC0001006,C001006,4,Business,7178.25,Active,2018-04-05,B05001,15723.41,50000,False
AC0001007,C001007,4,Current,33247.25,Active,2018-07-14,B10010,10241.55,250000,False
AC0001008,C001008,8,Current,9755.76,Active,2018-04-20,B07002,28750.5,25000,False
AC0001009,C001009,7,Business,3893.69,Active,2019-05-01,B08006,34173.16,100000,True
AC0001010,C001010,9,Business,46383.53,Active,2016-12-01,B09004,12536.18,50000,True
AC0001011,C001011,10,Credit,37335.52,Active,2024-11-03,B02006,5552.27,50000,False
AC0001012,C001012,9,Business,3897.62,Active,2025-11-05,B04001,15315.52,50000,True
AC0001013,C001013,10,Checking,6436.16,Closed,2016-01-24,B04008,6450.56,100000,False
AC0001014,C001014,5,Savings,3580.02,Active,2021-03-23,B10007,9588.56,100000,True
AC0001015,C001015,4,Savings,2043.59,Active,2019-01-13,B05002,12530.5,100000,False
AC0001016,C001016,4,Checking,36330.38,Closed,2024-04-04,B10005,3825.13,250000,True
AC0001017,C001017,3,Current,19446.85,Dormant,2016-04-22,B04009,8226.35,25000,True
AC0001018,C001018,8,Savings,6278.25,Active,2024-12-15,B10010,26360.37,25000,True
AC0001019,C001019,8,Savings,26058.88,Dormant,2023-12-27,B07008,2116.51,50000,False
AC0001020,C001020,9,Current,14133.05,Active,2020-03-08,B10007,7784.29,100000,True
AC0001021,C001021,2,Savings,2817.71,Active,2021-11-24,B06002,9076.71,250000,True
AC0001022,C001022,5,Business,200866.35,Active,2019-09-27,B10010,7215.91,100000,False
AC0001023,C001023,3,Business,36749.97,Active,2024-11-29,B08001,8133.97,50000,True
AC0001024,C001024,9,Business,7773.37,Active,2018-12-30,B09010,6484.34,25000,True
AC0001025,C001025,3,Current,5512.05,Dormant,2020-06-27,B08001,41100.12,50000,False
AC0001026,C001026,2,Checking,3251.97,Active,2017-11-30,B10006,26316.87,100000,False
AC0001027,C001027,6,Business,29565.28,Active,2015-02-03,B01010,12839.8,25000,True
AC0001028,C001028,9,Credit,3815.54,Active,2015-11-01,B09002,3406.53,100000,False
AC0001029,C001029,10,Credit,6837.27,Active,2015-12-20,B04004,21855.11,25000,True
AC0001030,C001030,1,Savings,39930.6,Active,2018-12-25,B08008,10099.59,250000,True
AC0001031,C001031,4,Current,8003.92,Active,2020-08-13,B02008,12012.5,25000,True
AC0001032,C001032,2,Credit,1632.03,Active,2018-11-29,B10008,13901.47,25000,True
AC0001033,C001033,4,Current,4067.26,Active,2015-04-10,B07008,7570.55,25000,False
AC0001034,C001034,6,Credit,13839.37,Active,2019-02-28,B03003,3749.7,25000,True
AC0001035,C001035,3,Business,7758.17,Active,2021-05-30,B08009,1455.83,25000,True
AC0001036,C001036,1,Current,10607.33,Active,2016-02-01,B02005,14439.72,50000,True
AC0001037,C001037,6,Business,24940.73,Active,2021-01-03,B07004,5334.76,100000,True
AC0001038,C001038,1,Savings,32753.43,Active,2018-07-21,B01005,7957.76,50000,False
AC0001039,C001039,3,Credit,41957.16,Active,2025-01-24,B07006,2753.09,250000,True
AC0001040,C001040,1,Credit,18205.6,Active,2015-04-05,B10002,2346.16,25000,True
AC0001041,C001041,1,Current,47369.1,Closed,2015-07-24,B02010,2763.51,25000,True
AC0001042,C001042,5,Savings,47053.3,Active,2018-09-15,B02003,4500.22,25000,False
AC0001043,C001043,9,Savings,13834.36,Active,2017-11-29,B03003,2606.7,250000,False
AC0001044,C001044,8,Checking,2317.77,Active,2022-06-03,B02003,4625.96,100000,False
AC0001045,C001045,1,Checking,8783.9,Active,2020-02-24,B02004,39282.25,50000,True
AC0001046,C001046,1,Business,7939.32,Active,2023-01-10,B08009,7188.85,250000,True
AC0001047,C001047,4,Credit,1164.99,Closed,2019-09-27,B05006,21472.54,100000,True
AC0001048,C001048,7,Checking,5443.34,Active,2016-03-11,B02001,8223.7,50000,False
AC0001049,C001049,8,Business,8947.99,Active,2022-02-12,B07008,9177.56,250000,False
AC0001050,C001050,9,Checking,17180.01,Active,2016-09-05,B04010,8658.24,25000,False
AC0001051,C001051,4,Current,17641.8,Active,2017-03-21,B02007,7367.81,25000,False
AC0001052,C001052,2,Checking,4676.22,Active,2020-06-30,B06001,6032.0,100000,True
AC0001053,C001053,1,Current,41576.32,Dormant,2015-10-29,B08004,15435.69,50000,True
AC0001054,C001054,2,Credit,29217.69,Active,2022-12-24,B07002,13040.22,250000,False
AC0001055,C001055,1,Savings,48156.85,Active,2017-07-23,B01002,13972.48,100000,False
AC0001056,C001056,9,Savings,15448.0,Dormant,2016-04-29,B10001,5675.2,25000,False
AC0001057,C001057,3,Credit,73994.82,Active,2023-04-05,B04008,2816.65,50000,True
AC0001058,C001058,9,Savings,3705.55,Active,2019-03-24,B02005,10328.72,100000,True
AC0001059,C001059,6,Business,30715.45,Active,2017-08-13,B10001,4530.64,50000,True
AC0001060,C001060,6,Savings,4208.4,Active,2024-06-05,B04003,8721.34,100000,True
AC0001061,C001061,5,Savings,11306.76,Active,2016-03-13,B08002,11337.48,50000,True
AC0001062,C001062,9,Savings,3119.69,Dormant,2022-03-05,B09007,4451.68,100000,True
AC0001063,C001063,1,Current,17386.23,Active,2018-10-31,B04004,29709.4,25000,False
AC0001064,C001064,1,Current,2260.65,Active,2023-05-04,B03009,2985.75,250000,False
AC0001065,C001065,5,Credit,41298.3,Active,2021-04-04,B05001,8002.31,100000,False
AC0001066,C001066,4,Checking,15729.4,Active,2020-03-25,B05009,10740.84,50000,False
AC0001067,C001067,6,Savings,9348.65,Active,2025-01-12,B03007,53976.34,25000,True
AC0001068,C001068,8,Business,7065.54,Active,2023-07-12,B01003,8665.53,100000,False
AC0001069,C001069,6,Current,35412.2,Active,2019-08-29,B03003,18895.53,50000,True
AC0001070,C001070,3,Current,25034.84,Active,2024-03-16,B05004,3604.66,50000,False
AC0001071,C001071,4,Checking,7443.95,Active,2025-07-22,B04007,17026.08,100000,True
AC0001072,C001072,8,Business,23724.2,Active,2019-10-11,B09002,5777.38,25000,False
AC0001073,C001073,3,Business,3618.91,Active,2015-04-19,B04010,11937.88,100000,True
AC0001074,C001074,6,Business,8587.03,Active,2025-11-25,B09007,9670.76,50000,False
AC0001075,C001075,6,Checking,12323.87,Active,2022-09-06,B05003,16076.78,25000,False
AC0001076,C001076,8,Checking,21097.99,Active,2021-04-22,B10008,7348.72,50000,False
AC0001077,C001077,8,Business,22416.14,Active,2022-06-22,B04001,8737.64,25000,True
AC0001078,C001078,5,Current,7938.68,Active,2022-08-08,B08002,11443.36,250000,True
AC0001079,C001079,4,Business,22619.36,Active,2021-11-07,B09007,7701.21,50000,False
AC0001080,C001080,4,Current,11944.87,Active,2015-06-22,B04008,11131.07,50000,True
AC0001081,C001081,5,Credit,22487.22,Active,2016-03-22,B05006,7233.58,50000,True
AC0001082,C001082,3,Checking,12458.14,Active,2025-01-30,B03007,49920.4,50000,False
AC0001083,C001083,7,Credit,2929.68,Active,2020-02-08,B07005,3430.2,250000,False
AC0001084,C001084,3,Savings,45404.63,Active,2024-12-02,B06005,1263.11,25000,False
AC0001085,C001085,7,Credit,8781.1,Active,2023-09-23,B05004,4782.48,50000,False
AC0001086,C001086,8,Checking,20122.57,Dormant,2019-08-19,B04006,4636.97,50000,True
AC0001087,C001087,10,Checking,2913.44,Active,2020-09-12,B03008,28050.07,250000,True
AC0001088,C001088,2,Checking,16352.14,Active,2023-11-27,B04002,1669.29,25000,True
AC0001089,C001089,8,Checking,20750.37,Active,2017-10-27,B03003,2500.12,250000,True
AC0001090,C001090,1,Checking,6354.79,Active,2017-12-26,B07002,11849.34,50000,True
AC0001091,C001091,4,Current,11586.15,Active,2019-01-31,B04006,5947.95,100000,True
AC0001092,C001092,2,Current,31785.0,Active,2015-11-06,B01001,14738.18,250000,True
AC0001093,C001093,2,Savings,5658.2,Active,2015-03-17,B05010,11803.73,250000,True
AC0001094,C001094,2,Business,10232.18,Active,2020-05-27,B08007,14329.25,50000,True
AC0001095,C001095,1,Business,18105.01,Active,2017-04-21,B02006,6664.47,25000,True
AC0001096,C001096,9,Checking,24364.75,Active,2016-01-13,B10005,4572.95,50000,True
AC0001097,C001097,1,Current,41284.56,Active,2015-09-29,B06008,9862.48,50000,True
AC0001098,C001098,4,Checking,12032.6,Dormant,2018-06-05,B02004,28133.5,50000,False
AC0001099,C001099,7,Business,2554.9,Active,2025-12-16,B07010,3160.76,100000,True
AC0001100,C001100,10,Credit,22452.28,Dormant,2022-02-21,B09006,32687.25,50000,True
AC0001101,C001101,9,Credit,13550.3,Active,2016-03-03,B10003,7004.47,50000,True
AC0001102,C001102,2,Credit,6350.55,Active,2025-06-11,B03004,4649.63,100000,False
AC0001103,C001103,10,Current,3991.89,Active,2020-01-27,B05003,8598.48,25000,True
AC0001104,C001104,7,Savings,10455.73,Active,2016-03-08,B01006,8479.07,25000,True
AC0001105,C001105,2,Current,2783.83,Active,2016-04-12,B07007,21806.56,100000,False
AC0001106,C001106,5,Current,4912.98,Active,2015-03-13,B04010,4200.4,250000,False
AC0001107,C001107,10,Savings,4858.1,Active,2019-11-28,B06001,10658.45,25000,True
AC0001108,C001108,4,Savings,10577.75,Active,2016-06-25,B02003,5834.21,250000,True
AC0001109,C001109,2,Current,14700.37,Active,2015-11-20,B06009,10859.61,50000,False
AC0001110,C001110,9,Credit,13542.22,Active,2020-03-29,B03008,12703.34,25000,False
AC0001111,C001111,10,Checking,4779.47,Active,2023-06-29,B01008,33829.59,25000,True
AC0001112,C001112,10,Checking,7357.8,Closed,2024-05-24,B08001,6377.69,100000,True
AC0001113,C001113,10,Savings,16268.59,Active,2018-02-27,B01002,4738.33,250000,True
AC0001114,C001114,9,Current,17421.63,Active,2024-02-22,B03002,4591.4,250000,True
AC0001115,C001115,5,Current,4960.22,Active,2016-11-01,B08001,1357.85,100000,True
AC0001116,C001116,2,Savings,17653.7,Active,2018-06-29,B07002,4088.55,100000,False
AC0001117,C001117,7,Business,13356.28,Active,2018-06-02,B08003,3601.46,50000,False
AC0001118,C001118,3,Current,5304.99,Active,2019-05-08,B05003,5700.4,50000,True
AC0001119,C001119,5,Checking,6389.98,Active,2023-07-04,B01010,2348.96,50000,False
AC0001120,C001120,7,Credit,13378.83,Active,2017-02-09,B01007,13931.79,100000,True
AC0001121,C001121,10,Credit,9023.84,Active,2021-02-05,B01001,6410.8,25000,False
AC0001122,C001122,3,Checking,18083.21,Active,2020-01-14,B01010,2531.6,25000,True
AC0001123,C001123,3,Savings,3026.42,Active,2024-05-13,B02006,4442.11,25000,True
AC0001124,C001124,8,Credit,27529.16,Active,2020-12-19,B01010,6319.14,100000,False
AC0001125,C001125,1,Checking,10617.48,Active,2022-05-08,B05009,3343.14,250000,True
AC0001126,C001126,6,Business,6523.94,Active,2019-05-08,B05006,2323.45,250000,True
AC0001127,C001127,8,Checking,11159.28,Active,2016-08-27,B08007,5879.23,50000,False
AC0001128,C001128,6,Credit,66997.96,Active,2022-09-08,B09006,7237.76,25000,True
AC0001129,C001129,4,Checking,2073.26,Active,2023-06-02,B04003,16295.7,250000,False
AC0001130,C001130,9,Savings,6745.35,Active,2016-02-21,B04003,10861.38,250000,True
AC0001131,C001131,4,Current,21673.98,Active,2018-06-26,B02001,10427.17,25000,True
AC0001132,C001132,8,Credit,8118.41,Active,2016-05-25,B08008,6720.59,100000,True
AC0001133,C001133,5,Current,20332.23,Active,2016-01-15,B05004,8246.8,100000,True
AC0001134,C001134,1,Savings,44010.61,Active,2024-04-30,B08002,6037.07,50000,False
AC0001135,C001135,6,Current,27986.78,Active,2019-01-12,B02002,12824.0,50000,False
AC0001136,C001136,1,Business,14370.32,Active,2022-03-13,B01005,9768.29,50000,True
AC0001137,C001137,10,Business,4717.4,Active,2015-07-08,B07003,5201.86,25000,False
AC0001138,C001138,7,Checking,5822.58,Active,2017-05-26,B08008,3032.88,250000,True
AC0001139,C001139,4,Checking,2905.92,Active,2018-03-26,B02006,17622.01,100000,False
AC0001140,C001140,5,Business,12007.02,Active,2022-05-16,B10010,29916.26,250000,False
AC0001141,C001141,7,Savings,66409.76,Active,2025-06-11,B05001,11013.84,100000,False
AC0001142,C001142,3,Current,51701.96,Active,2024-01-09,B08008,22768.45,25000,True
AC0001143,C001143,3,Current,25242.43,Dormant,2016-09-08,B10010,6528.78,25000,True
AC0001144,C001144,5,Checking,14918.48,Active,2020-01-30,B05001,14353.16,25000,False
AC0001145,C001145,3,Business,31068.48,Active,2023-03-28,B09008,2806.2,250000,True
AC0001146,C001146,8,Credit,3346.28,Active,2016-05-31,B02006,12612.79,250000,True
AC0001147,C001147,2,Business,45365.07,Active,2016-03-21,B10005,7219.38,50000,False
AC0001148,C001148,9,Business,32188.47,Active,2023-07-25,B08006,19478.34,25000,True
AC0001149,C001149,4,Credit,11424.44,Active,2024-02-22,B09009,3198.68,25000,True
AC0001150,C001150,6,Current,10100.27,Active,2019-06-17,B10006,5790.9,50000,True
AC0001151,C001151,2,Business,20156.02,Active,2025-12-21,B06003,12397.57,25000,True
AC0001152,C001152,4,Savings,11440.1,Active,2016-04-08,B03005,14178.26,25000,True
AC0001153,C001153,8,Current,5168.7,Active,2023-03-26,B03004,3604.04,100000,True
AC0001154,C001154,3,Credit,2896.83,Active,2023-09-24,B02006,5497.56,100000,True
AC0001155,C001155,2,Current,14433.98,Dormant,2020-04-21,B03004,8467.52,100000,False
AC0001156,C001156,6,Current,1757.31,Active,2018-01-10,B09004,16324.29,50000,False
AC0001157,C001157,2,Current,4178.29,Dormant,2018-11-18,B05004,7175.31,50000,True
AC0001158,C001158,4,Credit,30197.92,Active,2020-01-22,B05008,11567.49,100000,False
AC0001159,C001159,5,Business,82551.76,Active,2022-10-18,B03009,6597.75,25000,True
AC0001160,C001160,6,Savings,5660.25,Active,2019-05-16,B09004,5830.49,250000,True
AC0001161,C001161,7,Current,15602.34,Active,2021-03-21,B10009,562.63,100000,True
AC0001162,C001162,7,Checking,5186.66,Active,2017-10-22,B08006,6643.22,50000,False
AC0001163,C001163,9,Business,11483.32,Active,2019-08-20,B08008,4785.51,50000,True
AC0001164,C001164,1,Business,7316.22,Active,2016-06-12,B06005,5685.22,25000,True
AC0001165,C001165,4,Business,2211.0,Active,2019-04-27,B09009,16979.34,100000,False
AC0001166,C001166,1,Savings,7344.85,Active,2025-07-24,B03010,3612.09,100000,True
AC0001167,C001167,1,Business,2160.71,Active,2019-06-20,B07006,8813.69,250000,True
AC0001168,C001168,3,Savings,29611.62,Active,2022-12-08,B10001,6066.22,100000,True
AC0001169,C001169,6,Checking,6290.37,Active,2018-04-16,B10005,10471.87,100000,False
